grid_active_power,wind_speed
0,0.52
0,0.34
0,0.53
0,0.55
0,1.14
0,2.34
0,3.65
47.91,4.02
12.95,3.28
0,2.31
0,1.73
0,1.4
0,1.41
0,0.81
0,0.29
0,0.64
0,0.98
0,0.66
0,0.87
0,0.81
0,1.03
0,0.64
0,0.31
0,0.87
0,0.97
0,1.89
0,1.26
0,0.96
0,0.49
0,0.6
0,0.96
0,0.81
0,0.74
0,1.08
0,1.89
0,2.49
0,2.48
0,2.53
0,1.89
0,1.42
0,2.39
0,3.58
0,2.37
0,2.72
0,2.99
0,2.71
0,2.9
0,2.55
0,1.63
0,2.87
0,3.76
0,3.56
0,3.25
0,3.49
0,3.74
0,3.56
0,3.5
0,3.84
0,4.42
0,4.62
0,4.92
35.42,4.85
140.95,4.5
94.85,4.21
63.05,3.66
56.71,3.52
28.13,3.47
-0.46,2.95
0,3.39
0,3.34
0,3.97
0,4.38
0,3.82
0,4.46
0,4.32
0,4.52
0,4.85
0,4.7
110.18,4.89
268.45,5.04
345.58,5.28
440.32,5.59
582.07,6.03
685.72,6.4
687.3,6.35
655.85,6.26
579.47,6.07
535.57,6.02
633.1,6.31
818.12,6.94
1011.15,7.42
1323.17,8.04
1519.58,8.35
1859.74,9.14
2232.94,9.69
2404.82,10.02
2601.98,10.41
2888.19,10.87
3100.97,11.16
3401.72,11.89
3545.33,12.38
3581.25,12.32
3602.82,12.87
3603.5,12.75
3601.66,12.58
3474.9,11.9
3453.72,11.88
3373.29,11.65
3349.33,11.59
3350.87,11.45
3381.18,11.58
3129.45,11.39
3167.54,11.59
3057.58,11.15
2973.5,11.12
3086.54,11.38
3147.28,11.41
2947.68,11.04
3163.64,11.78
3443.14,12.53
3330.93,12.12
3083.24,11.4
2770.95,10.6
2660.32,10.43
2693.02,10.48
2655.57,10.46
2745.9,10.52
3073.59,11.27
3117.31,11.34
3298.27,11.77
3182.3,11.44
3299.02,11.88
3478.1,12.29
3583.79,12.32
3578.46,12.31
3585.98,12.29
3603.32,12.68
3603.59,12.72
3602.95,12.86
3602.8,12.82
3597.19,12.61
3584.74,12.79
3554.15,13.15
3517.23,13.13
3476.66,13.29
3455.77,13.49
3445.3,13.68
3425.48,13.67
3430,13.83
3401.62,13.81
3396.75,14.27
3418.86,14.65
3443.6,15.15
3443.71,15.44
3432.08,16.01
3497.42,15.97
3433.67,15.65
3551.63,15.99
3604.09,15.96
3604.24,16.05
3604.23,15.89
3604.33,15.17
3603.95,14.34
3603.95,13.95
3600.1,12.96
3112.61,11.11
1956.97,8.65
2000.22,8.71
2430.96,9.35
2407.56,9.34
2915.78,10.5
2278.34,9.22
2668.51,10.05
2564.8,9.8
2782.28,10.41
3146.32,11.18
2980.38,10.58
2557.78,9.99
2047.16,8.75
2196.95,9.24
2200.61,9.27
2276.94,9.47
2637.59,10.11
1743.1,8.24
2817.93,10.51
3442.74,12.18
3493.36,12.25
3547.76,12.29
3366.83,12
3396.95,11.75
3177.45,11.33
3021.47,10.97
2818.6,10.66
3381.59,11.7
3211.55,11.34
3489.73,12.25
3465.79,12.07
3533.8,13.01
3549.37,12.65
3524.9,12.17
3567.98,12.46
3497.77,12.06
3399.97,11.72
3456.76,11.87
3412.96,11.83
3450.41,12.01
3572.71,12.41
3537.45,12.67
3568.72,12.28
3564.73,12.24
3439.71,11.81
3512.1,12.11
3585.02,12.4
3582.33,12.55
3445.82,12.08
3274.91,11.37
3483.32,12.12
3596.42,12.27
3557.92,12.04
3453.74,11.94
3303.16,11.6
3371.39,11.67
3377.57,11.73
3281.27,11.57
3394.59,11.81
3258.51,11.54
3276.95,11.44
3315.78,11.48
3552.31,12.03
3546.32,12.01
3123.15,11.04
3069.17,11.06
3315.91,11.45
3573.51,12.27
3527.71,12.59
3590.52,12.73
3503.59,12.98
3382.56,14.11
3370.07,14.6
3394.96,15.18
3604.21,15.36
3604.24,15.16
3604.33,14.97
3604.51,14.41
3604.56,14.21
3604.55,13.98
3604.38,13.49
3604.13,13.08
3604.29,13.19
3603.21,12.82
3602.81,12.64
3558.37,12.39
3476.1,12.1
3372.68,11.93
3068.22,11.23
3015.03,11.06
3047.17,11.16
2962.65,10.86
2790.31,10.48
2295.48,9.44
2455.43,9.76
2295.83,9.53
2044.21,8.95
2331.07,9.62
2197.3,9.34
1840.8,8.62
1699.49,8.44
1823.84,8.82
1623.55,8.24
1590.37,8.1
1146.21,7.31
1054.24,7.2
1164.53,7.49
1335.34,7.82
1375.12,7.87
1271.41,7.62
1082.96,7.13
908.01,6.82
835.46,6.59
880.55,6.65
997.58,7.08
1049.58,7.2
980.82,7.07
1182.59,7.4
1280.96,7.67
1484.29,8.09
1377.22,7.76
1241.48,7.69
1192.24,7.67
1151.32,7.45
1114.97,7.33
1033.33,7.1
936.52,6.84
895.64,6.89
806.93,6.41
512.89,5.74
544.71,5.88
515.79,5.82
642.65,6.25
693.77,6.35
537.72,5.96
836.31,6.89
1078.05,7.53
802.54,6.68
743.91,6.49
816.61,6.69
623,5.95
611.04,6.13
361.32,5.2
226.39,4.57
146.22,3.94
137.8,4.14
107.6,3.79
148.78,4.17
183.46,4.18
288.25,4.85
390.32,5.18
320.64,4.81
244.88,4.48
133.55,3.72
8.48,2.79
77.44,3.67
112.11,3.96
26.92,2.93
86.62,3.95
162.05,4.36
12.82,2.9
17.85,2.73
30.36,3.25
14.22,2.82
193.08,4.31
92.28,3.49
130.73,4.14
127.67,4.06
89.93,3.79
66.08,3.73
19.8,3.02
39.01,3.45
2.43,2.69
98.46,3.87
15.67,2.74
0,2.24
0,2.12
0,1.67
0,2.42
1.77,2.9
0,2.15
0,2.2
0,3.07
0,3.33
0,3.62
0,2.97
0,2.95
0,3.22
0,3.01
0,3.73
0,4.22
0,4.71
0,4.47
0,4.82
0,4.23
277.53,5.13
498.33,5.88
497.8,5.93
642.54,6.43
791.89,6.88
923.55,7.12
745.82,6.66
669.58,6.35
470.02,5.63
294.45,4.93
354.18,5.18
500.37,5.78
590.56,6.15
629.81,6.31
757.28,6.66
602.49,6.31
533.9,6.23
748.96,6.83
750.78,6.82
626.79,6.46
637.13,6.38
608.62,6.36
786.06,6.76
1149.31,7.76
1129.15,7.61
1030.68,7.3
1081.79,7.31
1120.73,7.37
980.28,7.12
1001.13,7.1
1106.29,7.36
1000.24,7.01
1003.4,7.05
898.28,6.79
770.74,6.54
557.7,6
473.47,5.9
428.98,5.65
363.8,5.31
356.8,5.37
349.78,5.35
361.34,5.43
347.21,5.38
248.95,4.92
281.93,5.04
314.63,5.17
368.5,5.49
325.63,5.23
232.68,4.79
269.16,4.98
386.17,5.47
405.58,5.57
445.02,5.7
458.11,5.66
460.82,5.68
487.21,5.8
510.56,5.93
489.98,5.89
425.52,5.61
356.31,5.39
369.53,5.33
365.86,5.33
206.95,4.63
172.02,4.47
109.58,4.12
122.65,4.18
132.98,4.22
126.82,4.21
100.51,4.02
187.76,4.53
290.88,5.01
223.46,4.59
84.96,3.86
20.55,3.06
5.92,2.91
1.39,2.55
0,2.38
0,3.24
7.47,2.97
0,2.47
0,3.09
0,3.21
0,3.52
0,3.2
0,3.28
0,3.01
0,2.6
0,2.81
0,2.5
0,3.07
0,3.16
0,2.5
0,2.29
0,2.34
0,3.04
0,3.58
0,3.27
0,1.99
0,2.8
0,3.28
0,3.21
0,3.13
0,2.94
0,3.25
0,2.87
0,2.63
0,3.09
0,3.21
0,3.42
30.57,3.47
6.35,3.36
1.08,3.75
58.02,4.01
2.41,2.93
0,2.83
0,2.96
0,3.39
0,2.11
12.09,3.81
142.94,4.22
176.24,4.46
167.97,4.31
175.54,4.47
211.03,4.62
250.32,4.84
261.07,4.86
195.11,4.59
261,4.86
262.15,4.99
328.79,5.32
268.84,5.11
235.55,4.89
295.79,5.23
362.51,5.37
365.68,5.34
363.04,5.35
288.81,5.03
261.41,4.85
394.84,5.45
553.25,5.96
789.89,6.61
965.09,7.04
1017.67,7.08
1345.79,7.73
1263.74,7.74
1232.55,7.57
787.23,6.56
554.74,5.98
626,6
754.91,6.48
828.15,6.45
1290.39,7.66
1324.37,7.56
1332.63,7.58
1098.77,7.06
1039.68,6.91
804.28,6.44
805.14,6.53
929.29,6.8
897.92,6.75
943.27,6.76
625.88,5.63
446.47,4.94
652.53,5.97
700.53,5.82
786.77,5.82
831.67,5.74
837.7,5.96
817.46,5.71
879.8,5.83
951.23,6.02
843.39,5.57
871.38,5.6
891.11,5.75
883.13,6.26
654.26,5.88
515.04,5.31
477.85,5.1
504.71,5.4
348.16,4.65
296.01,4.68
255.24,4.21
258.31,4.42
249.22,4.39
425.28,5.3
566.01,6.03
513.17,5.72
472.52,5.59
492.11,5.95
270.48,4.75
355.23,5.26
288.44,4.87
429.37,5.44
281.87,4.71
260.01,4.95
194.2,4.52
130.5,4.21
8.39,2.7
0,2.48
0,1.47
0,3.01
210.17,4.6
10.64,2.58
0,1.97
0,2.77
0,3.28
0,3.44
0,2.62
0,2.06
0,1.62
0,2.39
0,1.63
0,1.31
0,1.54
0,1.98
0,1.18
0,1.38
0,1.34
0,1.23
0,2.82
0,2.53
0,1.76
0,1.6
0,1.28
0,2.61
0,2.08
0,1.59
0,1.27
0,0.45
0,0.88
0,0.48
0,0.41
0,0.63
0,1.26
0,2.57
0,2.37
0,1.74
0,1.49
0,2.19
0,1.16
0,1.07
0,1.24
0,0.78
0,1.03
0,1.63
0,1.08
0,1.88
0,1.52
0,1.34
0,0.85
0,2.05
0,2.47
0,1.81
0,1.8
0,2.15
0,2.3
0,2.62
0,1.44
0,1.02
0,1.13
0,1.03
0,1.71
0,1.02
0,1.24
0,1.04
0,1.78
0,2.33
0,1.76
0,1.93
0,3.44
0,3.03
0,3.53
189.76,4.86
178.21,4.28
31.89,2.99
0,1.8
0,1.84
0,2.21
0,2.69
22,4.21
49.23,3.05
0,0.86
0,0.77
49.85,3.54
569.65,5.68
812.09,6.63
1248.9,7.88
1001.09,7.37
870.81,6.94
1065.64,7.44
999.54,7.35
1090.78,7.33
1114.88,7.57
977.61,7.38
713.3,6.6
940.63,7.27
1214.92,7.65
1114.91,7.49
1027.08,7.31
679.61,6.42
836.77,6.86
893.15,7.14
901.99,7.11
1060.12,7.44
779.29,6.7
703.47,6.37
269.26,4.84
25.32,3.08
137.58,4.35
102.88,4.08
0,2.51
0,3.59
34.64,2.95
9.36,3.33
-0.04,3.25
76.41,4.84
165.34,4.41
6.22,2.6
0,1.8
0,3.21
178.45,4.5
343.14,5.29
435.11,5.78
406.98,5.55
448.7,5.73
800.65,6.95
655.51,6.2
1025.27,7.25
1425.74,7.92
1472.79,8.1
909.21,6.78
968.5,6.97
1085.18,7.34
1240.96,7.61
1101.73,7.3
874.72,6.96
842.21,7.2
917.74,7.44
849.13,7.32
654.76,6.83
847.44,7.16
1219.27,7.9
1043.3,7.44
751.55,6.54
622.88,6.29
662.15,6.39
571.39,6.1
370.35,5.5
338.71,5.36
254.66,4.81
372.6,5.35
504.13,5.98
494.74,6.02
536.32,6.19
681.23,6.36
664.98,6.33
891.14,6.83
1319.98,7.96
1471.8,8.22
1247.62,7.81
694.8,6.6
1068.96,7.38
627.76,6.39
454.78,5.9
446.85,5.86
981.53,7.18
596.69,6.13
100.3,4.06
140.33,4.18
233.25,4.79
137.01,4.39
114.79,4.23
121.49,4.26
230.17,4.9
248.44,5.15
159.75,4.56
299.62,5.32
290.56,5.18
234.22,4.79
276.63,4.91
420.52,5.57
430.63,5.78
1131.9,7.91
1633.59,8.6
2047.96,9.23
2396.18,10.3
558.43,10.88
0,10.97
0,10.53
0,10.43
0,0
0,9.11
0,8.88
0,8.37
0,8.78
0,8.3
524.58,8.15
1536.47,8.1
1421.63,7.77
1869.27,8.6
2189.73,9.24
2280.79,9.1
2427.86,9.37
2178.08,8.83
2496.61,9.4
3012.14,10.54
3042.05,10.65
2529.97,9.84
1848.62,8.91
1939.58,9.06
1850.53,8.69
1630.33,8.45
1564.64,8.37
1495.45,8.43
1564.94,8.3
1826.54,8.44
1634.28,8
1096.2,7.04
668.41,6.1
1015.64,7.13
1208.71,7.51
1104.78,7.26
522.39,6.12
536.4,5.85
403.03,5.49
640.3,6.16
856.33,6.55
932.48,6.69
1376.75,7.48
1003.03,6.93
1134.97,7.11
1507.26,7.81
1651.06,8.15
2031.52,8.97
1308.49,7.53
1793.68,8.69
2084.77,9.22
1890.52,8.86
1741.11,8.64
1914.27,8.72
1854.57,8.38
2271.26,9.24
2043.27,8.85
1447.27,7.78
1580.01,7.92
1791.38,8.27
1653.03,7.96
1328.93,7.49
1725.39,8.26
1846.19,8.25
2199.11,9.2
2437.37,9.71
2277.19,9.5
2043.83,9.01
1720.48,8.23
1338.25,7.76
1169.99,7.31
1002.46,6.92
1104.29,7.24
1476.5,7.97
1741.94,8.48
2146.96,9.21
2310.99,9.47
2091.77,9.04
1835.99,8.48
1466.8,7.76
922.78,6.85
1008.11,7.12
943.11,6.92
1140.56,7.23
827.21,6.5
801.12,6.48
679.82,6.17
697.16,6.31
801.97,6.54
728.57,6.39
346.69,5.15
197.96,4.35
244.26,4.57
140.94,3.99
22.85,2.99
0,3.3
35.46,3.74
27.06,3.19
1.01,2.31
0,2.54
0,3.17
0,3.76
0,3.42
0,2.75
0,3.24
0,2.91
40.17,4.1
82.42,4.05
61.12,3.83
33.36,3.38
-0.33,2.57
0,2.76
0,3.27
0,2.6
7.74,3.42
-0.96,3.33
45.11,3.69
96.54,4.3
15.85,3.07
2.56,2.88
0,2.51
0,2.26
0,3.06
0,3.7
51.48,3.67
41.89,3.75
0,3.31
0,1.85
0,1.28
0,1.07
0,2.53
0,3.25
0,3.62
0,1.87
0,2.04
0,2.12
0,1.58
0,2.06
0,2.26
0,2.03
0,1.85
0,1.15
0,0.73
0,0.87
0,1.24
0,1.65
0,2.47
0,2.46
0,3.72
0,2.81
0,2.3
0,1.37
0,0.89
0,1.61
0,1.66
0,2.19
0,1.67
0,3.07
0,3.46
3.17,3.23
0,2.26
0,1.13
0,2.07
0,1.73
0,1.55
0,1.37
0,1.28
0,1.7
0,1.77
0,1.51
0,1.77
0,1.65
0,1.95
0,1.84
0,1.93
0,1.73
0,1.83
0,1.96
0,1.94
0,1.58
0,1.9
0,2.01
0,1.76
0,2.05
0,2.63
0,2.01
0,1.68
0,1.87
0,2.34
0,2.83
0,2.38
0,2.44
0,2.47
0,2.9
0,3.82
37.32,3.81
39.23,3.54
83.37,3.68
372.35,5.2
370.78,5.09
193.85,4.32
164.55,4.27
411.61,5.27
781.2,6.37
663.66,6.02
397.94,5.34
225.58,4.5
255.9,4.65
217.45,4.57
207.23,4.51
183.18,4.36
250.01,4.76
299.95,4.97
282.98,4.87
258.71,4.75
310.69,4.91
364.06,5.17
327.44,5.07
284.59,4.86
291.3,4.93
301.55,4.99
366.11,5.16
452.84,5.44
555.05,5.74
700.64,6.11
739.37,6.12
670.24,5.97
639.03,5.9
832.42,6.31
752.19,6.21
552.47,5.65
678.56,6.02
777.29,6.26
875.72,6.33
659.15,5.8
639.28,5.9
685.55,6.02
574.66,5.66
855.4,6.43
969.83,6.65
923.26,6.52
930.77,6.54
1014.5,6.65
785.16,6.19
951.31,6.46
953.65,6.46
1070.04,6.76
1072.85,6.89
1154.29,7.02
1527.72,7.5
1060.43,6.87
1679.47,7.93
1425.99,7.39
1928.47,8.43
2247.18,8.9
2120.37,8.47
1928.78,8.12
2149.75,8.46
1987.14,8.48
2182.11,8.71
2750.67,10.2
2709.11,10.23
2611.8,9.97
2800.27,10.51
2522.95,9.64
2831.96,10.5
2410.61,9.31
2732.24,10.28
2527.84,9.68
2882.06,10.54
2825.15,10.47
2538.64,9.69
2744.65,10.13
2775.34,10.11
2441.51,9.37
2717.62,9.91
3216.74,11.17
3293.71,11.37
3334.82,11.12
3367.9,11.37
3342.84,11.3
3564.53,12.08
3486.75,12.18
3393.92,11.23
3212.25,10.78
3281.01,11.1
3303.52,11.67
3361.97,11.73
3185.9,11.13
3384.83,11.47
3477.15,11.55
3349.05,11.41
3333.41,11.65
3445.05,11.94
3241.43,10.74
3419.26,11.62
3497.62,12.42
3480.66,12.51
3595.88,13.27
3603.35,14.32
3566.26,13.68
3518.57,12.4
3538.77,12.18
3509.98,11.99
3504.56,11.76
3240.91,11.15
3477.3,11.93
3584.62,12.57
3541.72,12.25
3596.52,13.8
3603.51,14.54
3603.24,13.22
3591.97,12.73
3597.15,13.01
3602.55,13.17
3603.28,14.56
3596.76,13.27
3603.19,13.89
3603.21,14.24
3603.47,15.26
3603.43,14.51
3602.5,14.19
3361.24,11.83
3273.25,11.06
3542.86,12.61
3487.5,12.11
3574.58,13.78
3602.37,14.25
3535.25,12.71
3520.31,11.79
3332.41,11.86
3125.79,10.69
3411.55,11.88
3455.43,13.1
3588.05,14
3601.76,13.26
3573.04,13.16
3590.63,12.94
3596.05,13.18
3364.82,11.48
3549.25,12.64
3589.81,13.45
3565.31,13.52
3600.82,14.8
3573.71,13.26
3589.27,13.22
3510.75,13.79
3587.75,12.88
3504.69,12.35
3506.23,12.94
3446,12.07
3574.69,13.47
3488.87,13.05
3503.96,13.06
3347.79,12.62
3112.79,11.55
3327.91,14.33
2640.38,11.99
2054.15,11.56
1908.33,11.72
1835.32,11.91
1805.36,12.29
1793.9,13.28
1765.41,13.93
980.98,14.88
364.21,14.01
372.1,12.56
357.27,13.01
361.25,12.19
367.87,12.56
360.87,12.75
359.99,13.45
359.21,14.74
372.73,14.24
379.56,14.07
383.71,14.54
390.61,14.91
397.62,16.84
417.45,16.13
884.42,16.29
824.12,15.24
794.04,16.45
1217.88,16.08
1284.39,16.75
1074.52,15.56
712.57,14.35
407.41,14.53
473.3,15.06
434.62,14.74
769.18,15.16
1222.28,16.78
934.48,15.51
848.72,15.69
983.66,15.95
1241.89,16.08
761.78,14.68
809.84,15.81
789.68,14.58
495.27,12.88
761.89,13.97
788.54,13.53
794.24,14.78
1020.68,15.41
555.55,12.19
1046.83,15.75
987.77,15.37
552.22,14.07
706.63,14.93
602.68,14.88
404.82,14.55
460.99,14.4
414.02,12.67
501.59,14.8
518.4,15.6
627.55,14.51
493.62,15.38
634.09,16.33
487.14,15.58
437.76,15.26
414.52,14.85
391.66,14.64
386.23,14.4
372.73,13.85
270.5,10.89
373.13,14.06
342.99,12.94
312.31,12.93
274.65,12.13
69.43,9.37
0,8.4
0,9.14
0,8.19
0,9.58
0,8.16
0,7.96
0,8.8
0,8.48
0,8.32
0,8.34
0,9
0,9.31
0,9.2
0,6.79
0,7.76
0,8.35
0,8.12
0,8.07
0,9.11
0,9.06
0,9.14
0,8.23
0,8.5
0,8.43
0,8.86
0,9.08
0,8.06
0,8.85
0,8.96
0,9.86
0,9.21
0,8.37
0,8.03
0,7.38
0,8.34
0,7.91
0,7.56
0,7.5
0,7.1
0,7.52
0,6.7
0,6.55
0,6.7
0,7.36
0,7.05
0,7.06
0,6.55
0,6.8
0,7.23
0,6.86
0,8.59
0,7.16
0,8.3
0,8.38
0,8.77
0,5.42
0,6.93
0,6.94
0,6.58
0,5.6
0,6.51
0,7.53
0,6.28
0,6.18
0,5.28
0,5.71
0,5.9
0,6.12
0,5.12
0,6.09
0,5.81
0,5.82
0,5.14
0,5.4
0,6.15
0,5.83
0,6.34
0,6.5
0,6.5
0,7.44
0,7.24
0,7.76
0,6.9
0,7.41
0,6.99
0,6.17
0,7.47
0,7.02
0,8.37
0,7.59
0,7.45
0,6.97
0,7.72
0,7.62
0,7.4
0,7.69
0,6.9
0,7.39
0,8.22
0,8.53
0,7.67
0,7.56
0,7.14
0,7.04
0,7.62
0,6.86
0,6.6
0,7.17
0,6.4
0,7.11
0,6.06
0,6.42
0,6.38
0,5.8
0,6.96
0,6.32
0,6.46
0,6.7
0,6.41
0,6.42
0,5.8
0,5.5
0,5.07
0,4.45
0,4.34
0,4.52
0,3.84
0,4.62
0,4.18
0,4.21
0,3.99
0,2.88
0,2.31
0,2.36
0,2.06
0,2.54
0,2.55
0,2.86
0,3.72
0,3.61
0,2.88
0,2.49
0,3.78
0,3.47
0,3.88
0,3.16
0,3.06
0,2.57
0,2.66
0,2.77
0,2.26
0,2.16
0,1.85
0,1.3
0,1.66
0,1.83
0,2.42
0,1.41
0,1.42
0,2.29
0,3.14
0,4.01
0,3.8
0,3.15
0,2.62
0,2.64
0,3.06
0,3.2
0,1.77
0,2.57
0,2.89
0,1.96
0,0.92
0,0.36
0,0.52
0,1.63
0,2.15
0,2.9
0,2.44
0,1.43
0,1.36
0,1.54
0,1.88
0,2.21
0,2.36
0,2.44
0,2.87
0,3.81
4.39,4.1
-0.27,2.64
0,2.83
0,3.69
0,3.83
13.64,4.18
262.8,5
304.91,5.2
548.13,6.03
747.81,6.62
593.5,6.22
773.64,6.63
1142.38,7.46
811.32,6.79
853.41,6.97
1054.51,7.24
1694.59,8.04
1201.57,6.83
997.36,6.58
1163.28,6.98
2067.14,8.6
1617.16,7.57
1778.95,7.91
2133.72,8.69
2750.63,10.13
2660.14,9.67
2339.5,9.1
2175.63,8.95
2613.38,9.5
2602.8,9.44
2456.9,9.2
2152.07,8.75
1471.97,7.31
1297.36,6.64
1544.63,7.4
1973.08,8.43
1876.16,8.2
2111.33,8.52
2636.72,9.73
2424.06,9.3
2234.1,8.88
2467.95,9.18
3099.25,10.41
3395.19,10.98
3601.07,11.52
3601.42,11.7
3602.64,12.35
735.86,12.2
966.78,12.21
1274.19,12.2
1331.8,12.12
3603.39,11.92
3603.47,12.23
3603.32,12.08
2358.17,12.64
0,11.88
2393.48,12.52
193.25,13.34
0,13.49
0,12.15
0,12.95
0,13.11
0,12.82
0,12.72
0,12.55
0,12.87
0,12.81
0,14.42
0,14.51
0,15.11
0,14.65
0,13.77
0,14.51
0,14.75
0,14.42
0,14.39
0,14.3
0,14.44
0,14.25
0,14.87
0,15.29
0,15.98
0,15.39
0,14.73
0,14.87
0,14.77
0,14.62
0,14.82
0,14.38
0,14.92
