grid_active_power,wind_speed
2812.279053,10.64752007
2530.447021,9.982661247
2399.121094,9.874385834
2335.587891,9.785479546
2341.133057,9.614232063
2391.8479,9.618504524
2118.389893,9.098683357
1866.845947,8.677425385
1865.619019,8.774898529
1862.447998,8.689981461
1884.119019,8.631073952
1855.776978,8.614569664
1958.133057,9.21884346
2228.24292,10.04951954
2529.291016,10.31871033
2788.25708,10.76675987
2692.929932,10.55825043
2535.353027,10.25072002
2584.665039,10.46477032
2960.183105,11.39078045
3062.978027,11.56554031
3024.39209,11.2802496
3187.9729,11.33677959
3387.228027,11.80463982
3209.018066,11.3635397
3272.665039,11.63259029
3209.698975,11.44476032
3134.518066,11.27190018
2977.824951,11.05900955
3431.772949,12.10377979
3604.209961,12.92813969
3601.327881,13.31941986
3604.426025,13.12152004
3604.391113,13.23544979
3604.337891,13.23589993
3554.687988,13.02956009
3479.407959,12.96393967
3472.333008,12.90295029
3491.510986,12.76634026
3536.989014,12.89834976
3528.658936,12.74211025
3581.540039,12.31826019
3570.079102,12.41880989
3597.604004,12.54298973
3441.025879,12.67599964
3373.969971,13.00304985
3369.812988,13.29767036
3375.903076,12.84405994
3377.649902,12.70538998
3374.423096,12.1833601
3401.081055,12.20514011
3469.412109,12.60188007
3511.809082,12.84455013
3536.759033,12.49705982
3467.808105,12.09607029
3460.677002,12.19612026
3589.443115,12.55035019
3527.718994,12.6156702
3561.26709,13.10278034
3604.068115,13.68774986
3604.176025,14.10241985
3593.200928,14.39330959
3493.821045,14.07954979
3470.701904,14.05440044
3436.610107,13.51247025
3401.455078,13.71004963
3395.23291,13.7423296
3417.503906,13.14186001
3465.108887,12.86771011
3467.417969,12.84727001
3522.406982,12.73211002
3510.10791,12.51620007
3513.844971,12.59866047
3564.008057,13.23031998
3475.278076,13.0946703
3561.990967,12.91687965
3521.554932,12.63354969
3493.60791,12.82567024
3555.304932,12.54162025
3377.12793,12.10496998
3479.626953,12.36250019
3539.112061,12.60391045
3430.436035,12.21222019
3301.917969,11.98762035
3235.543945,11.67932987
3519.022949,12.46971989
3469.537109,12.49489975
3296.186035,11.78983021
3045.51001,10.90355015
3444.741943,12.18807983
3417.746094,11.97813034
2807.613037,10.67446995
2493.393066,9.69664669
3215.196045,11.41759014
3589.590088,12.68927002
3599.149902,13.05860043
3375.177002,11.52081966
3346.980957,11.51231003
3567.967041,12.41629982
3519.264893,12.16014957
3485.191895,11.67107964
3145.562988,11.14585972
2978.310059,10.77289963
3179.008057,10.92975998
3461.581055,12.14006042
3082.549072,11.19556046
3493.657959,12.94869041
3601.045898,14.87942982
3597.564941,15.12405968
3602.172119,16.29367065
3601.99292,16.12397957
3600.791016,15.27460003
3590.75,13.56672001
3601.845947,15.36779976
3601.870117,15.86174965
3591.655029,14.92051029
3579.024902,13.60853004
3598.131104,14.46385956
3525.333008,12.68828964
3560.699951,13.55690002
3537.676025,13.32281017
3491.291016,12.60700989
3530.766113,12.31476021
2915.839111,10.3801899
2178.658936,9.11702919
2244.412109,9.253190994
1278.89502,9.072306633
2832.934082,10.34463024
3205.9729,11.10330963
3149.284912,11.06910992
3273.656006,11.32581043
3114.099121,11.01513958
3111.060059,10.90725994
3361.011963,11.76941013
3421.419922,11.87483025
3520.148926,12.16926003
3589.427002,12.82061958
3495.115967,12.57161999
3298.761963,11.39929962
2894.440918,10.54543018
3486.628906,12.30932999
3455.24707,12.1683197
3556.785889,12.28707981
3375.582031,12.01319027
3493.979004,12.21352959
3549.147949,12.93774033
3483.315918,13.66942024
3589.858887,13.69785976
3584.235107,12.75835991
3599.008057,12.76517963
3602.637939,13.07721996
3550.563965,12.59340954
3552.782959,12.51366997
3585.010986,12.53439999
3421.176025,11.96442986
3406.040039,11.94577026
3515.610107,12.20707989
3515.965088,12.2751503
3475.418945,12.72264004
3471.156982,12.26537037
3281.754883,11.70368958
2955.11499,10.96352959
3061.735107,11.29796982
2679.110107,10.66594982
2721.081055,10.8332901
2649.136963,10.57837009
2707.74292,10.38854027
2508.832031,10.08041954
2316.647949,9.838738441
3081.542969,11.43999958
3397.638916,11.94402981
3391.716064,11.85929012
3587.510986,12.81147957
3603.112061,12.91353989
3591.093018,12.72832012
3221.044922,11.66357994
2887.733887,11.0952301
2364.534912,10.16094971
1935.847046,9.202415466
1549.480957,8.539284706
1625.755981,8.809141159
1994.222046,9.608460426
2362,9.844923973
2097.771973,9.338670731
1564.590942,8.424916267
1107.474976,7.656233788
1303.116943,8.144581795
1561.182007,8.54713726
1544.999023,8.381804466
1456.738037,7.850449085
1795.644043,8.656551361
2773.291016,10.92311954
2782.568115,10.4051199
2446.424072,9.498130798
3412.39209,11.93025017
3255.337891,11.07629013
2796.876953,10.45788002
2467.954102,9.791149139
1278.886963,7.626486778
1042.537964,7.287635803
609.0761719,6.228209019
175.4407043,4.47162199
112.1109009,4.127829075
271.9171143,5.032844067
737.4487915,6.267045021
1375.579956,7.763337135
1520.890015,8.21955204
1349.112061,7.974888802
889.1298218,6.794364929
412.115509,5.536108017
444.6036072,5.491714954
655.7307129,6.076754093
882.5654297,6.69093895
998.3845825,6.848011971
1193.395996,7.759384155
1122.712036,7.417626858
1214.125977,7.472226143
1086.307007,7.080772877
1060.603027,7.053721905
1451.713989,7.766314983
1361.459961,7.833246231
1490.569946,7.959300995
1153.139038,7.283742905
953.9760132,7.001252174
799.0856934,6.758135796
616.2548218,6.179992199
646.9244995,6.301719189
1323.682007,7.517776966
1568.885986,8.094202995
1580.902954,7.854953766
1495.180054,7.719468117
2063.868896,8.847901344
2368.76001,9.631019592
2516.419922,9.767664909
2108.770996,9.185004234
2568.111084,9.927650452
3445.219971,12.03275967
2994.106934,10.87308979
2594.937012,10.38061047
2326.825928,10.34302044
1941.463989,9.283791542
1581.487061,8.263951302
1013.286987,7.161077023
375.6176147,5.502151966
198.1511993,4.645584106
87.44045258,3.847867012
189.1378021,4.553710938
434.4317932,5.735952854
336.5007935,5.057969093
296.6101074,4.922440052
92.9240036,3.821350098
85.70230103,3.580841064
309.5114136,4.716145039
381.1726074,5.080855846
417.2662964,5.343267918
446.343811,5.452712059
206.6020966,4.29698801
251.3757019,4.736260891
275.0136108,4.780562878
314.2744141,4.894141197
238.7823029,4.487487793
409.0264893,5.314783096
506.4703064,5.711400986
427.9566956,5.374886036
952.2675781,6.895505905
1019.905029,7.240921021
1015.357971,6.709988117
979.7229004,6.851963043
379.4078979,5.078312874
841.5977783,6.521288872
672.6187744,6.171179771
452.0786133,5.449243069
558.9979248,5.851128101
331.7192993,5.094088078
212.1006927,4.598594189
79.72102356,3.629702091
183.0128021,4.472650051
279.1960144,4.918616772
460.2166138,5.625835896
647.7111206,6.316774845
685.0780029,6.237164974
709.8339844,6.449378014
493.3555908,5.782717228
366.0793152,5.346119881
183.0379028,4.379333019
7.347679138,3.011370897
0,3.743307114
12.34420013,3.24625206
-0.393067598,2.185888052
0,2.142015934
0,2.501405954
0,2.668577909
0,3.034003019
0,3.197354078
0,3.907810926
65.98790741,3.801294088
157.8495026,4.43715477
50.42205048,3.677906036
88.1881485,4.115369797
242.3132935,4.987364769
262.8019104,4.871101856
584.6671143,5.921298981
298.586792,5.030583858
279.7724915,4.997858047
823.4796143,6.434377193
883.265625,6.996636868
1155.17395,7.625429153
1400.389038,8.103025436
1205.10498,7.518618107
1292.051025,7.688251019
1856.177002,8.459005356
1928.175049,9.077300072
1604.427002,8.439414978
1599.995972,7.987431049
1456.094971,7.939982891
1386.623047,7.719861984
1460.360962,7.774147034
1894.795044,8.582259178
1760.422974,8.339191437
2010.977051,9.083572388
1828.81604,8.675281525
1960.692993,9.150783539
1900.447998,9.191649437
1549.958008,8.260289192
1692.688965,8.48968792
1931.083984,8.78850174
2060.147949,8.9564991
2069.625,9.095618248
2037.266968,8.725904465
1594.845947,8.112092018
994.5827026,6.856678963
1137.285034,7.279873848
1267.858032,7.534298897
1002.463013,6.945837021
1172.348022,7.085527897
1252.139038,7.406904221
1121.166992,6.934106827
1183.020996,7.151297092
932.3084106,6.571721077
989.5076904,6.759712219
750.5510254,6.414824963
825.7661743,6.523455143
1116.487061,7.062949181
986.7598877,6.692947865
1018.14502,6.809185982
659.1777954,6.096306801
729.4874268,6.142684937
864.5026245,6.430369854
1342.239014,7.538290977
1279.098022,7.363255978
1351.391968,7.46066618
1039.727051,7.031758785
876.0166016,6.874794006
754.0079956,6.345135212
1122.334961,7.185342789
907.7965698,6.635414124
1009.737,6.927267075
1806.98999,8.333586693
2374.843994,9.532950401
1779.208984,8.42602253
1334.980957,7.494080067
1562.947021,8.009915352
1562.116943,7.944521904
1464.977051,7.72806406
1312.358032,7.462277889
767.0369873,6.420166969
283.2593079,4.7484622
687.1071777,6.264211178
465.7536011,5.50088501
355.6220093,5.27207613
467.8251953,5.701906204
865.3469849,6.579235077
1512.972046,7.678398132
1491.698975,7.89579916
2004.44104,8.964849472
1581.483032,8.083142281
1431.620972,7.799798965
1523.792969,7.978303909
1693.270996,8.155491829
1775.037964,8.248645782
1875.410034,8.495847702
1558.057983,7.96182394
1811.088989,8.35203743
1686.125977,8.135239601
2362.262939,9.599003792
2000.86499,8.982050896
1169.964966,7.2846632
1309.223999,7.521474838
759.0145264,6.215313911
498.1903076,5.501014233
332.4820862,5.106607914
253.5845032,4.649808884
180.4122925,4.374350071
258.3656921,4.833168983
133.0052948,4.907478809
0,2.888112068
0,2.386636019
0,2.476815939
0,1.77384305
0,2.48486495
0,2.764512062
0,2.5070889
0,3.441704035
0,2.484878063
0,2.436743021
0,2.359375954
0,3.021173
0,3.395319939
0,3.413508892
0,5.160031796
0,5.161472797
0,5.414981842
0,6.778621197
0,4.436894894
210.7194977,5.013915062
338.6500854,5.274309158
518.5518188,5.915596962
504.067688,5.858211994
446.7330017,5.650877953
705.7045288,6.349774837
795.3168945,6.636434078
1012.676025,7.010248184
1240.823975,7.559226036
1282.074951,7.404004097
941.5869141,6.80051899
590.8366699,5.82537508
650.5629272,6.080101967
871.5112305,6.582440853
914.1212158,6.643204212
835.84198,6.345364094
624.9906006,6.042553902
591.9558716,5.757640839
509.3490906,5.694249153
1190.81604,7.068666935
963.7324829,6.641551018
980.9760742,6.690164089
777.8479004,6.36333704
980.223877,6.827414036
962.4301758,6.71631813
462.7698975,5.415152073
1139.240967,6.953413963
1418.631958,7.42373991
1716.139038,8.381437302
1312.791016,7.493074894
1222.020996,7.380391121
703.7221069,6.244694233
470.8012085,5.493409157
387.34021,5.124141216
402.4747925,5.285066128
460.2911987,5.539794922
619.8723755,6.015673161
470.2001038,5.59703207
691.0140991,6.277314186
826.9951782,6.49335289
892.4243774,6.786591053
907.1884155,6.764401913
545.2653198,5.724936962
688.8358154,6.238166809
591.9088745,5.945401192
660.6942749,6.17223978
747.4074707,6.351617813
1174.243042,7.168983936
873.4810181,6.629221916
845.2050171,6.55459404
837.0637207,6.395040989
949.4943237,6.797101021
1045.36499,6.920464993
791.0836182,6.278329849
994.7495728,6.682812214
933.4232178,6.721062183
1049.432983,7.131796837
671.7241211,6.148598194
966.8311768,6.896099091
982.2590942,6.926294804
825.6619263,6.567954063
723.1392212,6.398931026
418.6412048,5.446605206
327.2762146,5.108693123
388.316803,5.232514858
167.2218018,4.243929863
137.2467957,4.137093067
130.7671051,4.160939217
117.8118973,4.124106884
111.3429031,4.126059055
114.2955017,4.204703808
143.7870941,4.355268002
88.93582916,3.952167034
183.6699982,4.434104919
82.14437866,3.678040981
139.9472046,4.063600063
434.5010986,5.488460064
474.0610962,5.625834942
415.1499939,5.394489765
435.0263977,5.4572649
402.3875122,5.450904846
257.2170105,4.76416111
137.417099,4.101181984
102.3587036,3.941123009
92.7376709,3.87789607
78.11549377,3.836927891
110.3116989,4.130588055
102.552803,4.081981182
77.85061646,3.839956999
81.45278168,3.975877047
66.64151001,3.820688963
90.01490784,3.98053503
112.0342026,4.142834187
82.11415863,3.929188967
13.93430996,3.227394104
0,2.693974972
0,3.76078701
55.44535065,3.734816074
22.78053093,3.310203075
4.355070114,2.853812933
0,2.664561987
0,3.140161991
0,2.632610083
0,1.738193035
0,1.935835004
0,1.757176995
0,1.542072058
0,1.623093009
0,2.062084913
0,2.059083939
0,2.153846025
0,2.047363997
0,1.635233045
0,0.838681579
0,1.287089944
0,1.370728016
0,2.464360952
0,3.067440033
0,2.977355957
0,2.896075964
0,2.201855898
0,3.418040991
0,3.209656954
0,3.092607975
0,2.95758605
0,3.802710056
0,2.681519032
0,2.174657106
0,2.12748909
0,1.911278009
0,1.717532039
0,1.953783989
0,2.104336023
0,2.173634052
0,1.786031008
0,1.511755943
0,1.59967804
0,1.383831024
0,1.28223002
0,1.768030047
0,1.630704045
0,1.433897018
0,1.669222951
0,1.545390964
0,1.981886983
0,2.633574963
0,2.414356947
0,2.152529955
0,2.120126009
0,2.23940897
0,2.801307917
0,3.201854944
0,2.875705957
0,2.854813099
0,2.863102913
0,2.499380112
0,2.928209066
0,2.825680017
0,2.271142006
0,2.446209908
0,2.877877951
0,2.957370043
0,3.568568945
0,2.449913979
0,1.791203976
0,1.930189967
0,1.660967946
0,2.148116112
0,2.624979019
0,2.289019108
0,2.671096087
0,2.723583937
0,2.813057899
0,2.679502964
0,2.554055929
0,2.330497026
0,1.548683047
0,1.566717982
0,2.107630014
0,1.79004705
0,1.783530951
0,1.452373028
0,2.141073942
0,2.596193075
0,2.092180014
0,1.928406954
0,1.896306992
0,1.386492014
0,1.383507013
0,1.208117008
0,1.212676048
0,1.216743946
0,0.858171403
0,0.528895795
0,0.724772871
0,1.208716989
0,0.680991471
0,1.802721024
0,1.805271029
0,0.772655725
0,0.677660882
0,0.850723088
0,0.778628528
0,0.66154331
0,0.662026227
0,0.736934721
0,0.370373189
0,0.665686607
0,0.460825413
0,0.943695188
0,0.963562727
0,1.55261898
0,2.17685008
0,1.629364967
0,0.813819528
0,0.5694592
0,0.97145462
0,0.521273315
0,0.338039011
0,0.53250438
0,0.552247524
0,1.139093041
0,2.34425211
0,3.646318913
47.90932846,4.016671181
12.95296001,3.279254913
0,2.305548906
0,1.726174951
0,1.396111012
0,1.413828969
0,0.808616281
0,0.29050979
0,0.638341486
0,0.984448314
0,0.657420874
0,0.865311384
0,0.809088707
0,1.034098029
0,0.641550899
0,0.314508796
0,0.873369873
0,0.974539876
0,1.88746202
0,1.255934954
0,0.957294524
0,0.485388905
0,0.601248026
0,0.963453293
0,0.806071997
0,0.74094522
0,1.083771944
0,1.890300035
0,2.490178108
0,2.476114035
0,2.532900095
0,1.890108943
0,1.419512987
0,2.389832973
0,3.577557087
0,2.365161896
0,2.718158007
0,2.991008997
0,2.708965063
0,2.902618885
0,2.552275896
0,1.633525968
0,2.866808891
0,3.762989044
0,3.556952
0,3.254215002
0,3.488528967
0,3.740334034
0,3.56308198
0,3.497584105
0,3.836231947
0,4.424263
0,4.620684147
0,4.918453217
35.41701889,4.851792812
140.9503021,4.500104904
94.85032654,4.208559036
63.05392838,3.656229973
56.7136116,3.522366047
28.12931061,3.467375994
-0.456532687,2.949517965
0,3.386360884
0,3.338223934
0,3.96685791
0,4.383850098
0,3.818460941
0,4.460434914
0,4.318597794
0,4.51971817
0,4.845714092
0,4.704411983
110.1772995,4.892066002
268.4454041,5.036252022
345.5763855,5.277178764
440.3240967,5.591422081
582.0706787,6.026912212
685.7241821,6.399488926
687.3024292,6.350472927
655.8494263,6.255465984
579.4661865,6.073575974
535.5651855,6.024237156
633.1019287,6.309328079
818.1245117,6.941885948
1011.14502,7.42167902
1323.166992,8.038404465
1519.583984,8.351256371
1859.737061,9.141762733
2232.939941,9.692931175
2404.821045,10.01758957
2601.983887,10.40732002
2888.194092,10.87117004
3100.968994,11.15795994
3401.719971,11.89391994
3545.325928,12.38113022
3581.248047,12.31688023
3602.824951,12.87397957
3603.495117,12.75267029
3601.655029,12.57956982
3474.897949,11.90297985
3453.720947,11.87644958
3373.285889,11.65425968
3349.333008,11.58714008
3350.865967,11.45172024
3381.177979,11.57882977
3129.446045,11.39033985
3167.541992,11.58806992
3057.580078,11.15161037
2973.504883,11.12141037
3086.539063,11.3796196
3147.275879,11.40546036
2947.684082,11.03763962
3163.635986,11.78131008
3443.136963,12.52855968
3330.927002,12.11839962
3083.243896,11.39758015
2770.948975,10.6016798
2660.316895,10.42835045
2693.02002,10.47854042
2655.571045,10.46059036
2745.897949,10.51840019
3073.591064,11.27348042
3117.308105,11.33773994
3298.27002,11.77371979
3182.297119,11.43675041
3299.024902,11.88426971
3478.102051,12.29325008
3583.790039,12.32279968
3578.458984,12.30677986
3585.979004,12.29030991
3603.324951,12.68144035
3603.593018,12.71502972
3602.949951,12.8583498
3602.795898,12.81527042
3597.191895,12.60834026
3584.740967,12.78845978
3554.150879,13.15159035
3517.225098,13.13239002
3476.658936,13.2908802
3455.769043,13.48886967
3445.298096,13.68113041
3425.479004,13.66726017
3430.003906,13.83246994
3401.62207,13.80698967
3396.74707,14.27313042
3418.856934,14.64898968
3443.596924,15.15060997
3443.709961,15.43694019
3432.080078,16.01281929
3497.419922,15.96730042
3433.666016,15.65081024
3551.625,15.98645973
3604.094971,15.96218014
3604.241943,16.05054092
3604.22998,15.89052963
3604.329102,15.16790962
3603.945068,14.34165955
3603.947021,13.9471302
3600.100098,12.96321011
3112.611084,11.10846996
1956.968018,8.65490818
2000.222046,8.710100174
2430.956055,9.349188805
2407.562988,9.340181351
2915.782959,10.49806023
2278.343994,9.220996857
2668.512939,10.04870033
2564.800049,9.797412872
2782.284912,10.41259956
3146.324951,11.17858982
2980.375,10.58065987
2557.783936,9.989833832
2047.16394,8.753529549
2196.951904,9.244591713
2200.612061,9.26753521
2276.938965,9.469543457
2637.587891,10.10667992
1743.103027,8.237431526
2817.933105,10.51101017
3442.739014,12.17531013
3493.36499,12.25207043
3547.762939,12.29467964
3366.832031,11.99621964
3396.950928,11.75424004
3177.454102,11.33123016
3021.465088,10.97334957
2818.601074,10.6595602
3381.593018,11.69865036
3211.552979,11.3392601
3489.73291,12.25203037
3465.790039,12.06601048
3533.800049,13.00734997
3549.374023,12.64500999
3524.898926,12.17317963
3567.977051,12.45785046
3497.770996,12.05683041
3399.969971,11.72047043
3456.762939,11.8707304
3412.958008,11.83458996
3450.408936,12.01070023
3572.710938,12.41294956
3537.447998,12.66919994
3568.716064,12.28357983
3564.731934,12.24199009
3439.712891,11.80698967
3512.095947,12.1055603
3585.023926,12.40443039
3582.326904,12.54580975
3445.820068,12.07637978
3274.910889,11.37143993
3483.323975,12.11690998
3596.420898,12.26519966
3557.915039,12.04300022
3453.739014,11.93799973
3303.159912,11.59502029
3371.386963,11.67391014
3377.572021,11.7270298
3281.274902,11.56886959
3394.591064,11.80978012
3258.51001,11.54374027
3276.947998,11.44038963
3315.775879,11.48136044
3552.310059,12.03386974
3546.322998,12.00636959
3123.148926,11.04271984
3069.166992,11.05500031
3315.912109,11.45320034
3573.510986,12.27173996
3527.712891,12.58621979
3590.524902,12.7270298
3503.594971,12.98091984
3382.559082,14.10836983
3370.074951,14.60122013
3394.958008,15.18266964
3604.214111,15.35641003
3604.240967,15.15824032
3604.332031,14.96697998
3604.508057,14.40670967
3604.561035,14.21187973
3604.547119,13.98472023
3604.383057,13.48628044
3604.128906,13.07981968
3604.287109,13.19340992
3603.205078,12.81509018
3602.812988,12.63634968
3558.370117,12.38829041
3476.102051,12.10087967
3372.683105,11.93393993
3068.2229,11.2258997
3015.029053,11.06149006
3047.173096,11.16413021
2962.648926,10.85531044
2790.314941,10.4786396
2295.48291,9.444117546
2455.433105,9.764937401
2295.831055,9.52643013
2044.208008,8.953310966
2331.074951,9.615391731
2197.303955,9.343628883
1840.800049,8.621238708
1699.48999,8.442951202
1823.838989,8.822072029
1623.546997,8.236761093
1590.369019,8.10205555
1146.207031,7.313792229
1054.239014,7.203228951
1164.526978,7.486260891
1335.339966,7.819468975
1375.119995,7.868308067
1271.406982,7.61955595
1082.958984,7.126551151
908.0120239,6.819835186
835.4611816,6.592948914
880.546875,6.64773798
997.5792847,7.083144188
1049.578003,7.2005229
980.8162231,7.068719864
1182.594971,7.402225971
1280.964966,7.672173977
1484.291992,8.088177681
1377.219971,7.756439209
1241.482056,7.693374157
1192.243042,7.672489166
1151.322998,7.453350067
1114.974976,7.330749989
1033.328003,7.102694988
936.5161743,6.839543819
895.6375732,6.887023926
806.932312,6.405262947
512.8892212,5.744005203
544.7133789,5.88451004
515.7891235,5.817268848
642.6522827,6.251658916
693.7650146,6.354609013
537.7199707,5.963194847
836.3096924,6.888867855
1078.052002,7.527998924
802.5380859,6.675147057
743.9127197,6.485438824
816.6115723,6.690217018
623.0045166,5.947310925
611.0388184,6.127420902
361.3192139,5.20006609
226.3937073,4.571615219
146.218399,3.943535089
137.7993927,4.141524792
107.5957031,3.786334038
148.7830048,4.165298939
183.4562988,4.179171085
288.2466125,4.845465183
390.3236084,5.184568882
320.6368103,4.806880951
244.8775024,4.479813099
133.5527954,3.715156078
8.48479557,2.791785955
77.44355011,3.674292088
112.1079025,3.95833993
26.92427063,2.927467108
86.62489319,3.946842909
162.0511017,4.363177776
12.82001019,2.89745903
17.84958076,2.732266903
30.36087036,3.254823923
14.21788025,2.822695971
193.0794983,4.30862093
92.28330231,3.491285086
130.7256927,4.136732101
127.6705017,4.059885979
89.93031311,3.790518045
66.07553864,3.733128071
19.80158997,3.023945093
39.00555038,3.446001053
2.426461935,2.689878941
98.45671844,3.870109081
15.6660099,2.735780954
0,2.236932993
0,2.118818998
0,1.673400044
0,2.418706894
1.771667957,2.904170036
0,2.145584106
0,2.201905012
0,3.066056013
0,3.325711966
0,3.619611025
0,2.971257925
0,2.954154015
0,3.221544027
0,3.012871027
0,3.734921932
0,4.216407776
0,4.711212158
0,4.469265938
0,4.823653221
0,4.231332779
277.5324097,5.12796402
498.3258057,5.879827976
497.7956848,5.929944038
642.5411987,6.427526951
791.8890991,6.879769802
923.550415,7.121829987
745.8217773,6.659317017
669.5847778,6.35085392
470.0203857,5.62842989
294.4465027,4.929840088
354.183197,5.178981781
500.3696899,5.78035593
590.555481,6.148515224
629.8114014,6.305305004
757.2838135,6.660715103
602.4882813,6.314433098
533.9011841,6.233302116
748.9569092,6.829358101
750.7763062,6.819999218
626.7866211,6.461894989
637.1281128,6.375611782
608.6168823,6.362308979
786.0579224,6.759739876
1149.30896,7.762672901
1129.14502,7.606812
1030.680054,7.296388149
1081.785034,7.305881023
1120.730957,7.368675232
980.2758789,7.121951103
1001.133972,7.10496521
1106.286011,7.358417034
1000.242981,7.010375023
1003.401001,7.051381111
898.2753296,6.785508156
770.7371826,6.544709206
557.7012939,6.003430843
473.4700012,5.901651859
428.9768982,5.646711826
363.7952881,5.309488773
356.7980957,5.368955135
349.7767944,5.345266819
361.3447876,5.433129787
347.2059937,5.379458904
248.9463043,4.917778015
281.9343872,5.039463997
314.6347961,5.169603825
368.4970093,5.490445137
325.6263123,5.23074007
232.6753998,4.785101891
269.1629944,4.981732845
386.1742859,5.473279953
405.5794067,5.571075916
445.0248108,5.696821213
458.1116943,5.657978058
460.8215027,5.676557064
487.211792,5.796945095
510.5628967,5.928707123
489.9814148,5.894340038
425.5150146,5.608187199
356.3117065,5.392457962
369.5346985,5.326724052
365.8602905,5.327391148
206.9544983,4.631585121
172.0186005,4.47201395
109.5796967,4.122563839
122.6483002,4.175298214
132.9779053,4.217702866
126.8231964,4.208799839
100.5101013,4.020815849
187.7584991,4.531458855
290.8814087,5.007687092
223.4608002,4.589190006
84.96160126,3.861534119
20.55237961,3.056126118
5.918070793,2.914252043
1.386602998,2.546088934
0,2.377084017
0,3.244925976
7.471731186,2.973398924
0,2.472924948
0,3.088496923
0,3.207957983
0,3.524256945
0,3.196883917
0,3.278629065
0,3.013487101
0,2.597444057
0,2.811811924
0,2.495686054
0,3.066822052
0,3.162409067
0,2.501784086
0,2.291039944
0,2.344810963
0,3.035115957
0,3.584100962
0,3.270412922
0,1.990193009
0,2.80162406
0,3.275088072
0,3.214826107
0,3.130810022
0,2.939748049
0,3.246735096
0,2.871908903
0,2.629748106
0,3.085630894
0,3.20629096
0,3.419043064
30.56949043,3.473898888
6.349184036,3.36066699
1.076665998,3.748315096
58.0236702,4.009674072
2.406131029,2.933751106
0,2.830065012
0,2.956454039
0,3.390789986
0,2.111383915
12.09146023,3.813462019
142.9373016,4.217244148
176.2416992,4.462296009
167.9707031,4.312468052
175.5373993,4.473014832
211.0254059,4.622023106
250.3184967,4.842130184
261.0658875,4.857725143
195.1080017,4.585811138
260.9960022,4.864133835
262.1498108,4.990509987
328.7894897,5.32218504
268.8442078,5.109433174
235.5547028,4.888106823
295.7919922,5.227930069
362.5090942,5.366281033
365.6787109,5.337725163
363.0426941,5.347967148
288.8091125,5.032437801
261.4096985,4.854186058
394.8363037,5.454154968
553.2454834,5.96337986
789.8884277,6.613801003
965.0897217,7.041401863
1017.671021,7.076789856
1345.786987,7.725608826
1263.744995,7.742040157
1232.545044,7.571588039
787.2312012,6.5596838
554.7401123,5.975778103
626.0037842,6.004440784
754.9127808,6.481627941
828.1480713,6.450553894
1290.385986,7.663197041
1324.373047,7.564552784
1332.625,7.575979233
1098.772949,7.063724995
1039.676025,6.912072182
804.2822876,6.438810825
805.1437988,6.530227184
929.2927856,6.798903942
897.9151001,6.753901958
943.267395,6.759132862
625.8814697,5.626655102
446.46521,4.936175823
652.5297852,5.969144821
700.5253296,5.822409153
786.7703247,5.817975044
831.6660156,5.739332199
837.7006836,5.963009834
817.4644165,5.713737965
