timestamp,wind_speed,grid_activepower,anomaly_status,anomaly_severity,lr_coef
14 01 2018 08:40,9.37,69.43,1,1,69.80908882
18 01 2018 07:40,11.28,2767.77,1,0.3,9.631652039
18 01 2018 07:50,10.3,2563.14,1,0.3,188.5967641
18 01 2018 08:50,12.32,2796.24,1,0.3,111.7702471
18 01 2018 09:00,11.5,2631.09,1,0.6,48.69269103
18 01 2018 09:40,13.09,2905.09,1,0.3,157.5521875
18 01 2018 09:50,13.21,2661.95,1,0.6,114.001877
22 01 2018 19:30,12.05,2457.41,1,0.6,77.41504357
22 01 2018 19:40,11.96,2236.21,1,0.6,86.81600553
22 01 2018 20:20,11.42,2164.33,1,0.6,62.98681651
22 01 2018 21:30,13.54,2289.33,1,0.6,88.86828098
23 01 2018 03:00,13.11,1602.23,1,1,40.47413967
23 01 2018 03:10,13.89,1623.58,1,1,34.39802422
23 01 2018 03:20,13.8,1645.01,1,1,40.49286107
23 01 2018 03:30,11.5,1557.43,1,1,32.47931918
23 01 2018 03:40,11.53,1335.75,1,1,85.86949195
23 01 2018 08:20,9.76,172.92,1,1,11.99416823
23 01 2018 08:30,10.57,261.98,1,1,100.6356116
23 01 2018 08:40,9.36,155.8,1,1,90.98517674
23 01 2018 08:50,8.43,121.01,1,1,66.94674753
23 01 2018 09:00,8.52,151.62,1,1,24.46522235
23 01 2018 09:10,9.8,263.11,1,1,96.53718
23 01 2018 09:20,9.9,269.47,1,1,86.12255123
23 01 2018 09:30,8.3,146.93,1,1,76.96473029
23 01 2018 09:40,8.59,175.75,1,1,75.04128251
23 01 2018 09:50,8.7,206.82,1,1,139.4672131
23 01 2018 10:40,8.57,205.85,1,1,20.68777707
23 01 2018 11:30,9.43,285.8,1,1,123.9685524
23 01 2018 11:40,8.69,272.7,1,1,6.326177285
23 01 2018 11:50,9.25,320.36,1,1,33.75425246
23 01 2018 12:00,8.67,267.16,1,1,88.64760148
23 01 2018 12:10,7.96,202.5,1,1,91.35350954
23 01 2018 12:20,8.93,340.41,1,1,131.3806029
23 01 2018 12:30,8.33,301.87,1,1,134.6943942
23 01 2018 12:40,7.89,243.32,1,1,91.64603718
23 01 2018 12:50,9.26,349.32,1,1,73.28149486
23 01 2018 13:00,8.13,240.05,1,1,83.42476801
23 01 2018 13:10,9.68,383.75,1,1,93.53978422
23 01 2018 13:20,9.89,419.88,1,1,98.62975722
23 01 2018 13:30,8.48,336.13,1,1,52.65215137
23 01 2018 13:40,8.79,340.56,1,1,62.75053124
23 01 2018 13:50,8.06,298.95,1,1,58.80829402
23 01 2018 14:00,8.18,309.94,1,1,54.78823146
23 01 2018 14:10,8.92,409.49,1,1,130.6470498
23 01 2018 14:20,9.45,467.79,1,1,124.9428607
23 01 2018 14:30,8.29,388.26,1,1,67.47489374
23 01 2018 14:40,8.39,328.17,1,1,94.48330106
23 01 2018 14:50,7.44,240.6,1,1,123.9715596
23 01 2018 15:00,8.35,338.07,1,1,99.00311742
23 01 2018 15:10,8.42,357.77,1,1,114.2540984
23 01 2018 15:20,8.99,440.97,1,1,155.0703273
23 01 2018 15:30,8.94,435.67,1,1,147.5359652
23 01 2018 15:40,8.47,371.24,1,1,135.2910085
23 01 2018 15:50,7.68,314.27,1,1,93.83063389
23 01 2018 16:00,6.43,102.83,1,1,134.9772691
23 01 2018 17:10,7.66,295.28,1,1,157.9814661
23 01 2018 17:20,7.85,318.23,1,1,105.7734443
23 01 2018 17:30,7.08,198.99,1,1,157.4720323
23 01 2018 17:40,7.81,302.17,1,1,148.8190527
23 01 2018 17:50,6.41,152.8,1,1,107.2087497
23 01 2018 18:00,6.92,210.67,1,1,106.2567891
23 01 2018 18:10,7.96,338.85,1,1,120.5059559
23 01 2018 18:20,8.65,449,1,1,136.6021184
23 01 2018 18:30,8.81,487.2,1,1,170.0808691
23 01 2018 18:40,7.71,362.52,1,1,105.9603624
23 01 2018 18:50,8.03,413.91,1,1,109.7245939
23 01 2018 19:00,8.93,517.04,1,1,124.0320726
23 01 2018 19:10,8.81,563.61,1,1,142.3747906
23 01 2018 19:50,10.03,785.37,1,1,197.2427144
23 01 2018 20:30,8.7,577.2,1,1,137.1631249
23 01 2018 20:40,8.64,534.49,1,1,136.8380607
23 01 2018 20:50,9.34,633.01,1,1,118.7389283
23 01 2018 21:00,8.56,539.3,1,1,128.2340695
23 01 2018 21:10,10.14,849.4,1,1,196.5829417
23 01 2018 21:20,9.38,803.52,1,1,197.9199231
23 01 2018 21:30,8.7,633.21,1,1,148.379111
23 01 2018 22:10,8.78,628.72,1,1,169.8826566
23 01 2018 22:20,7.78,488.48,1,1,143.4492044
23 01 2018 22:30,9.17,731.17,1,1,167.8018935
23 01 2018 22:40,9.43,838.26,1,1,199.5509508
23 01 2018 22:50,8.56,669.63,1,1,177.2446097
24 01 2018 00:00,8.97,802.48,1,1,132.0832148
24 01 2018 00:40,9.3,1009.82,1,1,163.9991722
31 01 2018 01:40,4.06,104.78,1,0.3,194.1707366
31 01 2018 01:50,4.41,163.11,1,0.3,160.943996
31 01 2018 02:00,4.06,87.61,1,0.6,191.1857143
31 01 2018 02:10,3.82,63.77,1,0.6,171.8235517
31 01 2018 18:20,5.68,405.26,1,0.3,189.4128257
31 01 2018 18:30,5.64,394.26,1,0.3,160.9708738
31 01 2018 18:40,5.81,427.34,1,0.6,188.4810127
31 01 2018 19:20,4.56,186.38,1,0.3,169.7060261
31 01 2018 19:30,4.31,150.59,1,0.3,188.5481829
31 01 2018 19:40,4.43,169.95,1,0.3,142.9275053
31 01 2018 19:50,4.41,162.5,1,0.3,147.7096774
31 01 2018 20:30,3.92,68.71,1,1,174.75
31 01 2018 20:40,3.97,73.56,1,1,52.46153846
31 01 2018 20:50,4.3,116.4,1,0.6,127.0598124
31 01 2018 21:00,4.26,124.46,1,0.6,146.8437821
31 01 2018 21:10,5.06,274.43,1,0.3,196.6505906
31 01 2018 21:20,5.76,418.59,1,0.6,195.8825444
04 02 2018 23:50,4.47,159.99,1,0.6,109.2403315
05 02 2018 00:00,4.02,90.94,1,0.6,154.4761905
05 02 2018 00:10,4.68,215.25,1,0.3,182.8227792
05 02 2018 00:20,4.18,127.79,1,0.3,185.1386389
06 02 2018 14:20,4.9,243.4,1,0.3,156.2688356
06 02 2018 14:30,4.75,219.52,1,0.3,168.0024372
06 02 2018 19:30,3.7,56.63,1,0.6,166.3382923
06 02 2018 19:40,4.04,99.77,1,0.6,140.9701879
06 02 2018 19:50,4.78,205.89,1,0.6,139.0452558
07 02 2018 03:50,5.82,426.41,1,0.6,82.48717949
07 02 2018 04:00,5.7,430.69,1,0.3,20.43589744
07 02 2018 06:40,5.51,406.52,1,0.3,188.6462188
09 02 2018 14:00,4.32,156.6,1,0.3,161.0936675
09 02 2018 15:00,4.86,235.04,1,0.3,147.4558499
09 02 2018 15:10,5.03,280.4,1,0.3,178.5336104
09 02 2018 16:50,5.49,347.28,1,0.6,155.9367636
09 02 2018 17:00,4.89,242.33,1,0.3,174.5472601
09 02 2018 17:10,5.2,272.64,1,0.6,174.0312847
09 02 2018 17:20,4.13,89.21,1,1,177.0798416
09 02 2018 17:30,4.07,67.51,1,1,177.0301806
09 02 2018 17:40,3.96,54.05,1,1,196.4080717
10 02 2018 01:10,3.96,81,1,0.6,70.25204918
10 02 2018 01:20,4.98,211.66,1,0.6,129.046883
10 02 2018 01:30,4.98,208.8,1,0.6,126.6960784
10 02 2018 18:50,4.04,97.3,1,0.6,188.4916865
20 02 2018 10:20,3.91,92.44,1,0.3,171.4582926
20 02 2018 13:00,4.54,176.33,1,0.6,192.3119936
20 02 2018 13:10,4.48,173.35,1,0.3,173.4510596
20 02 2018 13:20,4.56,176.99,1,0.6,46.46153846
20 02 2018 13:30,4.87,230.02,1,0.6,152.520817
20 02 2018 13:40,4.53,172.13,1,0.6,170.5912512
20 02 2018 13:50,4.39,172.77,1,0.3,128.7554705
20 02 2018 16:30,4.29,124.18,1,0.6,151.3846431
20 02 2018 16:40,3.64,50.64,1,0.6,119.7757726
20 02 2018 16:50,4.08,87.26,1,0.6,108.5534686
20 02 2018 17:00,3.87,77.12,1,0.6,83.73227805
21 02 2018 18:10,6.09,504.79,1,0.3,165.6132265
21 02 2018 18:20,5.93,492.8,1,0.3,129
23 02 2018 02:20,4.15,127.3,1,0.3,162.6332046
23 02 2018 02:30,4.25,118.73,1,0.6,184.1703133
23 02 2018 02:40,4.48,153.73,1,0.6,92.63620489
23 02 2018 02:50,4.32,147.95,1,0.3,132.1366906
23 02 2018 03:00,4.75,213.41,1,0.3,159.4431898
24 02 2018 15:00,5.34,328.16,1,0.3,43.66465257
24 02 2018 15:10,5.21,278.22,1,0.6,198.8196721
24 02 2018 16:00,6.09,477.32,1,0.6,188.1152606
25 02 2018 00:10,9.14,1654.42,1,0.6,15.97725073
25 02 2018 00:50,10.17,1625.89,1,1,67.68706229
25 02 2018 01:00,11.02,1693.11,1,1,46.17147813
25 02 2018 01:10,10.08,1491.37,1,1,160.3762855
25 02 2018 02:50,8.7,550.1,1,1,168.4415438
25 02 2018 03:00,9.58,683.75,1,1,162.5875378
25 02 2018 03:10,9.76,651.37,1,1,113.51523
25 02 2018 03:20,10.14,600.14,1,1,147.0583197
25 02 2018 03:30,8.96,398.15,1,1,193.6130099
25 02 2018 03:40,9.12,403.86,1,1,178.7615522
25 02 2018 03:50,9.36,382.77,1,1,42.35197368
25 02 2018 04:00,9.07,364.07,1,1,16.30305132
25 02 2018 04:10,8.11,310.46,1,1,57.34604003
25 02 2018 04:20,7.09,264.21,1,1,50.38137495
25 02 2018 04:30,6.87,260.9,1,1,41.63783125
25 02 2018 04:40,7.73,273.07,1,1,14.08216433
25 02 2018 04:50,8.55,284.4,1,1,13.98941999
25 02 2018 05:00,8.44,270.74,1,1,7.688793539
25 02 2018 05:10,8.45,262.65,1,1,162.0135135
25 02 2018 05:20,8.69,256.98,1,1,40.61314476
25 02 2018 05:30,9.15,254.7,1,1,10.50395153
25 02 2018 05:40,8.2,205.24,1,1,52.64421799
25 02 2018 05:50,8.76,208.56,1,1,48.85309165
25 02 2018 06:00,9.23,209.83,1,1,4.502820609
25 02 2018 06:10,9.08,182.24,1,1,10.6622325
25 02 2018 06:50,8.25,105.62,1,1,27.0674866
25 02 2018 07:00,8.06,73.7,1,1,198.7555911
25 02 2018 07:40,7.68,61.82,1,1,65.73391402
25 02 2018 07:50,8.25,78.39,1,1,15.13332218
25 02 2018 08:00,8.87,92.7,1,1,25.90773501
25 02 2018 08:10,10.87,143.27,1,1,24.89134841
25 02 2018 08:20,10.43,158.26,1,1,29.69851521
25 02 2018 08:30,10.71,209.04,1,1,9.745967742
25 02 2018 08:40,9.37,189.91,1,1,2.102882306
25 02 2018 08:50,8.65,132.12,1,1,34.41780529
25 02 2018 09:00,7.95,92.94,1,1,68.34574187
25 02 2018 09:10,8.07,90.63,1,1,60.90984776
25 02 2018 10:40,7.26,149.15,1,1,23.21428571
25 02 2018 10:50,6.92,120.18,1,1,72.58187773
25 02 2018 11:00,7.19,128.44,1,1,69.95708376
25 02 2018 11:10,7.09,152.44,1,1,47.53488372
25 02 2018 11:50,7.81,262.74,1,1,82.0197848
25 02 2018 12:00,6,194.42,1,1,30.51100501
25 02 2018 12:10,6.72,209.96,1,1,38.61000281
25 02 2018 12:20,6.72,205.37,1,1,18.39583333
25 02 2018 12:30,6.99,218.78,1,1,41.16666667
25 02 2018 12:40,6.74,218.25,1,1,29.53460972
25 02 2018 12:50,5.94,165.93,1,1,54.00609418
25 02 2018 13:00,5.63,127.9,1,1,78.21044609
25 02 2018 13:10,7.11,189.19,1,1,35.48522733
25 02 2018 13:20,7.63,226.99,1,1,47.75650074
25 02 2018 13:30,6.72,195.57,1,1,36.59043659
25 02 2018 13:40,7.22,207.69,1,1,34.15599422
25 02 2018 13:50,6.96,200.78,1,1,24.27238806
25 02 2018 14:00,6.73,200.96,1,1,14.0124792
25 02 2018 14:10,7.38,232.97,1,1,52.60033753
25 02 2018 14:20,6.82,225.54,1,1,36.52176834
25 02 2018 14:30,7.06,248.16,1,1,9.984797297
25 02 2018 14:40,7.61,268.73,1,1,51.67892705
25 02 2018 14:50,7.08,244.71,1,1,41.06731757
25 02 2018 15:00,6.52,198.13,1,1,64.94412656
25 02 2018 15:10,6.97,224.83,1,1,76.27148807
25 02 2018 15:20,8.65,311.76,1,1,52.90926763
25 02 2018 15:30,8.75,297.24,1,1,45.57395681
25 02 2018 15:40,8.08,260.18,1,1,67.33707578
25 02 2018 15:50,7.56,225.12,1,1,60.35599888
25 02 2018 16:00,7.2,191.17,1,1,77.64134877
25 02 2018 16:10,8.3,186.37,1,1,11.51600254
25 02 2018 16:20,7.7,121.43,1,1,0.651648352
25 02 2018 16:30,8.63,117.43,1,1,9.367071525
25 02 2018 16:40,8.24,73.81,1,1,9.493351674
05 03 2018 00:30,4,101.7,1,0.3,34.78571429
05 03 2018 00:40,3.9,91.04,1,0.3,177.8607595
05 03 2018 15:30,6.16,512.11,1,0.6,163.4568345
08 03 2018 19:00,4.39,158.15,1,0.3,109.5726141
08 03 2018 19:10,5.35,349.49,1,0.3,196.2171159
08 03 2018 19:20,5.27,316.42,1,0.3,191.2650376
08 03 2018 19:30,4.44,176.35,1,0.3,181.4763686
08 03 2018 19:40,4.55,184.28,1,0.3,174.0783992
08 03 2018 19:50,4.63,190.99,1,0.6,76.75274725
08 03 2018 20:00,4.75,206.47,1,0.6,112.375
08 03 2018 20:10,4.31,136.61,1,0.6,161.0747423
08 03 2018 20:20,4.46,170.76,1,0.3,153.9533644
09 03 2018 19:10,4.48,178.47,1,0.3,131.9112903
09 03 2018 19:20,4.78,242.54,1,0.3,199.3486239
10 03 2018 17:10,5.16,299.65,1,0.3,124.7052239
10 03 2018 17:50,5.85,436.36,1,0.6,193.3485558
11 03 2018 20:50,5.46,364.34,1,0.3,195.2813062
11 03 2018 21:00,4.09,105.29,1,0.6,173.5709832
11 03 2018 21:10,3.95,66.09,1,1,194.115788
12 03 2018 03:10,7.99,1313.85,1,0.3,187.1744186
12 03 2018 05:50,9.95,2063.24,1,0.6,16.2
13 03 2018 15:40,10.08,865.13,1,1,20.67828792
15 03 2018 23:20,8.45,1519.39,1,0.3,47.90482574
24 03 2018 06:40,4.41,159.36,1,0.3,183.0356893
24 03 2018 06:50,3.84,62.36,1,0.6,176.7972509
24 03 2018 07:00,3.79,61.67,1,0.6,162.8158191
24 03 2018 20:40,4.48,174.04,1,0.3,188.3019213
24 03 2018 20:50,4.71,209.09,1,0.3,173.8206331
24 03 2018 21:00,4.51,175.35,1,0.3,158.3027719
24 03 2018 21:10,4.5,182.93,1,0.3,144.4869359
25 03 2018 03:30,5.8,431.84,1,0.3,90.77272727
25 03 2018 04:10,4.03,94.57,1,0.6,180.9078547
26 03 2018 13:10,5.07,251.75,1,0.6,131.3195051
26 03 2018 13:20,4.9,249.2,1,0.3,167.9180754
26 03 2018 13:30,5.03,260.78,1,0.6,33.28481013
28 03 2018 04:00,5.38,314.59,1,0.6,194.4129055
29 03 2018 18:50,5.78,450.3,1,0.3,193.4944983
29 03 2018 20:00,5.3,315.67,1,0.6,142.4953162
29 03 2018 20:10,4.84,220.26,1,0.6,188.6744186
30 03 2018 18:50,4.22,131.7,1,0.3,194.2660695
30 03 2018 19:00,4.1,123.18,1,0.3,161.640884
30 03 2018 19:10,4.98,262.96,1,0.3,163.778103
30 03 2018 19:20,4.52,190,1,0.3,158.8372333
30 03 2018 20:00,5.47,352.96,1,0.6,175.6255708
30 03 2018 21:10,4.21,114.16,1,0.6,134.2697228
30 03 2018 21:20,4.09,88.71,1,0.6,145.6517387
30 03 2018 21:30,4.48,144.17,1,0.6,136.9511278
30 03 2018 21:40,4.89,197.06,1,0.6,135.3825245
30 03 2018 21:50,5.28,292.18,1,0.6,184.5341596
03 04 2018 15:20,3.58,50.19,1,0.3,110.7926643
03 04 2018 16:10,4.63,191.77,1,0.6,182.185659
03 04 2018 16:20,4.82,231.21,1,0.3,166.0539397
03 04 2018 16:30,4.29,140.81,1,0.3,168.1276006
03 04 2018 16:40,4.71,219.06,1,0.3,174.9328931
03 04 2018 16:50,5.26,315.42,1,0.3,179.7680659
03 04 2018 17:00,4.65,202.34,1,0.3,181.3329401
03 04 2018 17:10,4.37,152.97,1,0.3,182.9896185
03 04 2018 17:20,4.41,150.34,1,0.6,190.3953488
03 04 2018 17:30,4.48,159.9,1,0.6,71.30645161
03 04 2018 17:40,4.67,194.09,1,0.6,170.7209945
03 04 2018 17:50,4.56,181.73,1,0.3,175.8626374
03 04 2018 18:00,4.71,203.41,1,0.6,137.6906077
03 04 2018 18:10,4.48,168.63,1,0.3,150.3594132
03 04 2018 18:20,4.59,167.42,1,0.6,153.4647355
03 04 2018 18:30,4.41,157.64,1,0.3,48.51417004
03 04 2018 18:40,4.62,181.69,1,0.6,93.52713178
03 04 2018 19:20,5.08,287.29,1,0.3,197.5051546
03 04 2018 19:30,4.55,196.47,1,0.3,168.7941794
03 04 2018 23:10,4.01,81.1,1,0.6,8.263157895
03 04 2018 23:20,3.85,54.87,1,1,136.4722992
03 04 2018 23:30,4.04,90.77,1,0.6,180.6373802
03 04 2018 23:40,3.93,74.88,1,0.6,186.2582418
03 04 2018 23:50,3.92,70.09,1,1,160.8045113
04 04 2018 00:00,3.81,55.54,1,1,149.2180451
04 04 2018 21:10,5.44,320.79,1,0.6,193.0044126
04 04 2018 21:20,4.67,188.37,1,0.6,176.3642255
04 04 2018 21:30,4.28,146.81,1,0.3,153.0606524
04 04 2018 21:40,4.46,137.36,1,0.6,110.3215223
04 04 2018 21:50,3.74,60.76,1,0.6,118.6111111
04 04 2018 22:00,4.53,191.34,1,0.3,141.266167
05 04 2018 05:00,4.96,255.27,1,0.3,134.887599
06 04 2018 11:20,4.42,111.12,1,1,74.65629139
06 04 2018 11:30,4.43,124.05,1,1,107.8179724
06 04 2018 12:40,4.93,230.19,1,0.6,199.836581
06 04 2018 23:10,10.19,2429.4,1,0.3,98.30736393
06 04 2018 23:20,10.43,2333.8,1,0.3,161.9680999
08 04 2018 01:10,4.37,102.87,1,1,80.06432749
08 04 2018 01:20,4.14,66.88,1,1,169.5632754
08 04 2018 02:00,4.17,113.33,1,0.6,180.7397138
08 04 2018 18:20,10.12,2231.29,1,0.3,169.2435009
09 04 2018 01:40,5.89,465.76,1,0.3,80.88108108
09 04 2018 04:20,4.72,189.89,1,0.6,168.1076685
09 04 2018 12:30,4.83,218.48,1,0.6,118.6212687
09 04 2018 12:40,5.96,414.48,1,0.6,176.6261879
09 04 2018 12:50,6.21,486.26,1,0.6,187.7308712
09 04 2018 21:00,6.26,488.42,1,0.6,149.1991404
10 04 2018 11:40,4.14,93.96,1,0.6,103.9259025
10 04 2018 11:50,4.25,124.34,1,0.6,109.0746269
10 04 2018 12:00,4.05,96.23,1,0.6,145.5066445
10 04 2018 12:10,4.24,127.85,1,0.6,152.1614173
10 04 2018 12:20,4.29,129.26,1,0.6,145.5873181
10 04 2018 12:30,4.23,114.81,1,0.6,172.2419355
10 04 2018 12:40,4.33,125.85,1,0.6,120.6973684
10 04 2018 12:50,4.7,183.01,1,0.6,147.6541599
10 04 2018 13:00,4.45,156.93,1,0.6,146.8606174
10 04 2018 13:10,4.07,105.85,1,0.3,123.4534614
10 04 2018 13:20,4.29,123.03,1,0.6,131.0164835
10 04 2018 13:30,4.26,117.03,1,0.6,71.23887588
10 04 2018 13:40,4.22,118.5,1,0.6,59.22972973
10 04 2018 13:50,4.08,105.3,1,0.6,72.77238806
10 04 2018 14:00,4.52,164.27,1,0.6,136.9584433
10 04 2018 14:10,4.8,204.99,1,0.6,138.0632591
10 04 2018 14:20,4.89,217.5,1,0.6,144.2372426
10 04 2018 14:30,4.97,218.12,1,0.6,78.51612903
10 04 2018 14:40,4.91,202.14,1,0.6,67.42307692
10 04 2018 14:50,4.66,203.28,1,0.3,32.51664612
10 04 2018 15:00,4.1,111.99,1,0.3,119.9950591
10 04 2018 15:10,4.05,87.51,1,0.6,178.6778553
10 04 2018 15:20,4.45,152.34,1,0.6,144.8368421
10 04 2018 15:30,4.47,169.34,1,0.3,180.0492874
10 04 2018 15:40,4.99,228.43,1,0.6,128.2990754
10 04 2018 15:50,4.24,131.59,1,0.3,126.4837435
10 04 2018 16:00,4.6,186.19,1,0.6,128.8315565
10 04 2018 16:10,5.08,267.05,1,0.6,161.6509009
10 04 2018 16:20,5.75,376.05,1,0.6,164.9424518
10 04 2018 16:30,5.8,391.54,1,0.6,168.5268097
10 04 2018 16:40,5.51,352.64,1,0.6,122.5651872
10 04 2018 16:50,5.61,344.87,1,0.6,148.781106
10 04 2018 17:00,5.51,367.75,1,0.3,153.25
11 04 2018 12:40,3.9,89.91,1,0.3,100.8357143
11 04 2018 13:40,4,102.19,1,0.3,140.2297812
11 04 2018 20:20,3.85,50.9,1,1,58.57343312
12 04 2018 17:30,4.8,231.55,1,0.3,127.8372093
12 04 2018 17:40,4.49,148.44,1,0.6,192.7110333
13 04 2018 15:20,4.58,167.06,1,0.6,196.2097625
13 04 2018 15:30,4.58,184.07,1,0.3,185.6333333
13 04 2018 15:40,4.86,211.35,1,0.6,127.8035714
13 04 2018 15:50,4.94,220.32,1,0.6,99.84141791
13 04 2018 16:30,5.89,421.05,1,0.6,195.1739726
13 04 2018 21:30,4.45,150.5,1,0.6,156.4887746
13 04 2018 21:40,4.32,121.21,1,0.6,161.0234542
13 04 2018 22:20,3.93,57.87,1,1,149.8092784
13 04 2018 23:50,4.08,97.13,1,0.6,153.8710247
14 04 2018 00:00,4.37,144.96,1,0.6,160.9958923
14 04 2018 00:10,4.19,94.55,1,1,176.2107309
14 04 2018 01:00,4.38,132.62,1,0.6,95.80392677
14 04 2018 01:10,4.11,83.44,1,1,103.9643211
14 04 2018 02:10,3.92,55.42,1,1,132.3337912
14 04 2018 11:50,4.15,112.1,1,0.6,60.82862191
14 04 2018 12:00,4.58,182.15,1,0.6,156.6972281
14 04 2018 12:10,4.87,219.11,1,0.6,149.7169164
14 04 2018 12:20,5.09,258.76,1,0.6,149.0384615
14 04 2018 12:30,5.25,272.3,1,0.6,142.4065934
14 04 2018 12:40,5.39,314.44,1,0.6,183.2100592
16 04 2018 14:20,4.34,139.44,1,0.6,159.2244723
16 04 2018 15:00,4.69,205.96,1,0.3,149.3159267
16 04 2018 15:10,4.63,177.52,1,0.6,141.8145695
16 04 2018 15:20,4.61,200.09,1,0.3,165.8269231
16 04 2018 15:30,5.22,291.77,1,0.6,170.5258118
16 04 2018 15:40,5.57,343.94,1,0.6,149.8942946
16 04 2018 15:50,5.21,292.38,1,0.6,145.9754163
16 04 2018 16:00,5.1,262.2,1,0.6,166.2967457
16 04 2018 18:10,5.8,480.59,1,0.3,164.7833876
16 04 2018 18:20,6.09,523.14,1,0.3,137.9815668
16 04 2018 18:30,6.1,536.08,1,0.3,167.1406429
16 04 2018 18:40,6.27,563.19,1,0.3,194.5781759
16 04 2018 18:50,6.28,554.54,1,0.6,127.7687296
16 04 2018 19:00,6.79,641.5,1,0.6,160.1664154
16 04 2018 19:10,6.64,600.95,1,0.6,162.8813683
16 04 2018 19:20,6.37,572.25,1,0.6,157.897351
17 04 2018 10:50,4.62,172.77,1,0.6,175.3408408
17 04 2018 11:00,4.77,193.17,1,0.6,139.942623
17 04 2018 15:30,5.52,286.31,1,1,140.1652317
17 04 2018 15:40,5.52,337.37,1,0.6,154.6376812
17 04 2018 16:20,5.76,393.91,1,0.6,182.8947368
17 04 2018 17:00,5.47,286.63,1,1,188.0843023
17 04 2018 20:20,4.21,102.26,1,0.6,195.1666667
17 04 2018 20:30,4.11,73.12,1,1,175.2704577
17 04 2018 20:40,3.91,50.3,1,1,164.7571429
17 04 2018 20:50,3.87,59.65,1,1,74.8266129
17 04 2018 21:00,3.79,56.16,1,1,35.625
18 04 2018 01:30,5.69,370.77,1,0.6,117.5674256
18 04 2018 01:40,5.56,361.78,1,0.6,72.58139535
18 04 2018 01:50,5.37,315.53,1,0.6,177.8185328
18 04 2018 03:30,6.75,758.62,1,0.3,179.7955912
18 04 2018 09:10,4.16,93.97,1,1,137.1276272
18 04 2018 09:20,4.03,84.26,1,0.6,117.9205052
18 04 2018 09:30,3.94,58.2,1,1,156.3637602
18 04 2018 11:30,4.64,167.16,1,0.6,165.7473348
18 04 2018 11:40,4.47,156.98,1,0.6,6.428338762
18 04 2018 11:50,4.49,181.86,1,0.3,0.447876448
18 04 2018 12:00,4.96,239.28,1,0.6,146.970091
18 04 2018 12:10,5.05,233.14,1,0.6,101.6431994
18 04 2018 12:20,5.08,266.76,1,0.6,160.4102564
18 04 2018 13:10,6.01,442.81,1,0.6,147.7239731
18 04 2018 17:10,9.58,2040.69,1,0.3,188.1725044
19 04 2018 21:20,10.32,2487.03,1,0.3,157.1797235
20 04 2018 00:50,3.9,63.01,1,1,147.2210482
21 04 2018 19:00,5.85,464.2,1,0.3,191.7362637
21 04 2018 23:30,5.29,328.1,1,0.3,185.0797557
22 04 2018 00:10,5.17,305.37,1,0.3,184.0015699
22 04 2018 00:20,5.51,374.75,1,0.3,187.8268798
22 04 2018 03:00,5.57,386,1,0.3,199.0332932
22 04 2018 04:20,5.92,432.73,1,0.6,136.7137746
23 04 2018 03:00,4.89,212.89,1,0.6,79.20886076
23 04 2018 03:10,4.13,93.01,1,0.6,165.9512635
23 04 2018 03:20,4.47,149.39,1,0.6,157.4839006
23 04 2018 03:30,4.76,209.68,1,0.6,184.6386188
