timestamp,wind_speed,grid_activepower,anomaly_status,anomaly_severity,lr_coef
02 01 2018 15:10,10.55,2894.44,0,0.0,
02 01 2018 15:20,12.31,3486.63,0,0.0,
02 01 2018 15:30,12.17,3455.25,0,0.0,
02 01 2018 15:40,12.29,3556.79,0,0.0,
02 01 2018 15:50,12.01,3375.58,0,0.0,
02 01 2018 16:00,12.21,3493.98,0,0.0,
02 01 2018 16:10,12.94,3549.15,0,0.0,
02 01 2018 16:20,13.67,3483.32,0,0.0,
02 01 2018 16:30,13.7,3589.86,0,0.0,
02 01 2018 16:40,12.76,3584.24,0,0.0,
02 01 2018 16:50,12.77,3599.01,0,0.0,
02 01 2018 17:00,13.08,3602.64,0,0.0,
02 01 2018 17:10,12.59,3550.56,0,0.0,
02 01 2018 17:20,12.51,3552.78,0,0.0,
02 01 2018 17:30,12.53,3585.01,0,0.0,
02 01 2018 17:40,11.96,3421.18,0,0.0,
02 01 2018 17:50,11.95,3406.04,0,0.0,
02 01 2018 18:00,12.21,3515.61,0,0.0,
02 01 2018 18:10,12.28,3515.97,0,0.0,
02 01 2018 18:20,12.72,3475.42,0,0.0,
02 01 2018 18:30,12.27,3471.16,0,0.0,
02 01 2018 18:40,11.7,3281.75,0,0.0,
02 01 2018 18:50,10.96,2955.11,0,0.0,
02 01 2018 19:00,11.3,3061.74,0,0.0,
02 01 2018 19:10,10.67,2679.11,0,0.0,
02 01 2018 19:20,10.83,2721.08,0,0.0,
02 01 2018 19:30,10.58,2649.14,0,0.0,284.7972972972958
02 01 2018 19:40,10.39,2707.74,0,0.0,
02 01 2018 19:50,10.08,2508.83,0,0.0,
02 01 2018 20:00,9.84,2316.65,0,0.0,
02 01 2018 20:10,11.44,3081.54,0,0.0,
02 01 2018 20:20,11.94,3397.64,0,0.0,
02 01 2018 20:30,11.86,3391.72,0,0.0,
02 01 2018 20:40,12.81,3587.51,0,0.0,
02 01 2018 20:50,12.91,3603.11,0,0.0,
02 01 2018 21:00,12.73,3591.09,0,0.0,
02 01 2018 21:10,11.66,3221.04,0,0.0,
02 01 2018 21:20,11.1,2887.73,0,0.0,
02 01 2018 21:30,10.16,2364.53,0,0.0,
02 01 2018 21:40,9.2,1935.85,0,0.0,
02 01 2018 21:50,8.54,1549.48,0,0.0,499.0250150693319
02 01 2018 22:00,8.81,1625.76,0,0.0,
02 01 2018 22:10,9.61,1994.22,0,0.0,
02 01 2018 22:20,9.84,2362.0,0,0.0,
02 01 2018 22:30,9.34,2097.77,0,0.0,
02 01 2018 22:40,8.42,1564.59,0,0.0,
02 01 2018 22:50,7.66,1107.47,0,0.0,
02 01 2018 23:00,8.14,1303.12,0,0.0,
02 01 2018 23:10,8.55,1561.18,0,0.0,506.90282210649553
02 01 2018 23:20,8.38,1545.0,0,0.0,
02 01 2018 23:30,7.85,1456.74,0,0.0,
02 01 2018 23:40,8.66,1795.64,0,0.0,
02 01 2018 23:50,10.92,2773.29,0,0.0,
03 01 2018 00:00,10.41,2782.57,0,0.0,
03 01 2018 00:10,9.5,2446.42,0,0.0,
03 01 2018 00:20,11.93,3412.39,0,0.0,
03 01 2018 00:30,11.08,3255.34,0,0.0,
03 01 2018 00:40,10.46,2796.88,0,0.0,
03 01 2018 00:50,9.79,2467.95,0,0.0,
03 01 2018 01:00,7.63,1278.89,0,0.0,
03 01 2018 01:10,7.29,1042.54,0,0.0,
03 01 2018 01:20,6.23,609.08,0,0.0,
03 01 2018 01:30,4.47,175.44,0,0.0,
03 01 2018 01:40,4.13,112.11,0,0.0,239.84358274739975
03 01 2018 01:50,5.03,271.92,0,0.0,
03 01 2018 02:00,6.27,737.45,0,0.0,
03 01 2018 02:10,7.76,1375.58,0,0.0,
03 01 2018 02:20,8.22,1520.89,0,0.0,
03 01 2018 02:30,7.97,1349.11,0,0.0,
03 01 2018 02:40,6.79,889.13,0,0.0,
03 01 2018 02:50,5.54,412.12,0,0.0,
03 01 2018 03:00,5.49,444.6,0,0.0,
03 01 2018 03:10,6.08,655.73,0,0.0,
03 01 2018 03:20,6.69,882.57,0,0.0,
03 01 2018 03:30,6.85,998.38,0,0.0,
03 01 2018 03:40,7.76,1193.4,0,0.0,
03 01 2018 03:50,7.42,1122.71,0,0.0,
03 01 2018 04:00,7.47,1214.13,0,0.0,
03 01 2018 04:10,7.08,1086.31,0,0.0,
03 01 2018 04:20,7.05,1060.6,0,0.0,
03 01 2018 04:30,7.77,1451.71,0,0.0,
03 01 2018 04:40,7.83,1361.46,0,0.0,
03 01 2018 04:50,7.96,1490.57,0,0.0,
03 01 2018 05:00,7.28,1153.14,0,0.0,
03 01 2018 05:10,7.0,953.98,0,0.0,
03 01 2018 05:20,6.76,799.09,0,0.0,
03 01 2018 05:30,6.18,616.25,0,0.0,
03 01 2018 05:40,6.3,646.92,0,0.0,
03 01 2018 05:50,7.52,1323.68,0,0.0,
03 01 2018 06:00,8.09,1568.89,0,0.0,
03 01 2018 06:10,7.85,1580.9,0,0.0,
03 01 2018 06:20,7.72,1495.18,0,0.0,
03 01 2018 06:30,8.85,2063.87,0,0.0,
03 01 2018 06:40,9.63,2368.76,0,0.0,
03 01 2018 06:50,9.77,2516.42,0,0.0,
03 01 2018 07:00,9.19,2108.77,0,0.0,
03 01 2018 07:10,9.93,2568.11,0,0.0,
03 01 2018 07:20,12.03,3445.22,0,0.0,
03 01 2018 07:30,10.87,2994.11,0,0.0,
03 01 2018 07:40,10.38,2594.94,0,0.0,
03 01 2018 07:50,10.34,2326.83,0,0.0,
03 01 2018 08:00,9.28,1941.46,0,0.0,487.34352517983996
03 01 2018 08:10,8.26,1581.49,0,0.0,
03 01 2018 08:20,7.16,1013.29,0,0.0,
03 01 2018 08:30,5.5,375.62,0,0.0,
03 01 2018 08:40,4.65,198.15,0,0.0,
03 01 2018 08:50,3.85,87.44,1,0.3,175.00966952264324
03 01 2018 09:00,4.55,189.14,1,0.3,140.92894736842396
03 01 2018 09:10,5.74,434.43,1,0.3,185.99105545617115
03 01 2018 09:20,5.06,336.5,0,0.0,
03 01 2018 09:30,4.92,296.61,0,0.0,
03 01 2018 09:40,3.82,92.92,0,0.0,
03 01 2018 09:50,3.58,85.7,0,0.0,
03 01 2018 10:00,4.72,309.51,0,0.0,
03 01 2018 10:10,5.08,381.17,0,0.0,
03 01 2018 10:20,5.34,417.27,0,0.0,
03 01 2018 10:30,5.45,446.34,0,0.0,
03 01 2018 10:40,4.3,206.6,0,0.0,
03 01 2018 10:50,4.74,251.38,0,0.0,
03 01 2018 11:00,4.78,275.01,0,0.0,
03 01 2018 11:10,4.89,314.27,0,0.0,
03 01 2018 11:20,4.49,238.78,0,0.0,
03 01 2018 11:30,5.31,409.03,0,0.0,
03 01 2018 11:40,5.71,506.47,0,0.0,
03 01 2018 11:50,5.37,427.96,0,0.0,
03 01 2018 12:00,6.9,952.27,0,0.0,
03 01 2018 12:10,7.24,1019.91,0,0.0,
03 01 2018 12:20,6.71,1015.36,0,0.0,
03 01 2018 12:30,6.85,979.72,0,0.0,
03 01 2018 12:40,5.08,379.41,0,0.0,
03 01 2018 12:50,6.52,841.6,0,0.0,
03 01 2018 13:00,6.17,672.62,0,0.0,
03 01 2018 13:10,5.45,452.08,0,0.0,
03 01 2018 13:20,5.85,559.0,0,0.0,
03 01 2018 13:30,5.09,331.72,0,0.0,
03 01 2018 13:40,4.6,212.1,0,0.0,
03 01 2018 13:50,3.63,79.72,0,0.0,
03 01 2018 14:00,4.47,183.01,0,0.0,
03 01 2018 14:10,4.92,279.2,0,0.0,
03 01 2018 14:20,5.63,460.22,0,0.0,
03 01 2018 14:30,6.32,647.71,0,0.0,
03 01 2018 14:40,6.24,685.08,0,0.0,
03 01 2018 14:50,6.45,709.83,0,0.0,
03 01 2018 15:00,5.78,493.36,0,0.0,
03 01 2018 15:10,5.35,366.08,0,0.0,
03 01 2018 15:20,4.38,183.04,0,0.0,
03 01 2018 15:30,3.01,7.35,0,0.0,
03 01 2018 15:40,3.74,0.0,0,0.0,
03 01 2018 15:50,3.25,12.34,0,0.0,
03 01 2018 16:00,2.19,-0.39,0,0.0,
03 01 2018 16:10,2.14,0.0,0,0.0,
03 01 2018 16:20,2.5,0.0,0,0.0,
03 01 2018 16:30,2.67,0.0,0,0.0,
03 01 2018 16:40,3.03,0.0,0,0.0,
03 01 2018 16:50,3.2,0.0,0,0.0,
03 01 2018 17:00,3.91,0.0,0,0.0,
03 01 2018 17:10,3.8,65.99,0,0.0,
03 01 2018 17:20,4.44,157.85,0,0.0,
03 01 2018 17:30,3.68,50.42,1,0.6,142.07827476038344
03 01 2018 17:40,4.12,88.19,1,1.0,138.00000000000202
03 01 2018 17:50,4.99,242.31,1,0.6,150.78343208580205
03 01 2018 18:00,4.87,262.8,1,0.3,196.86842105263386
03 01 2018 18:10,5.92,584.67,0,0.0,
03 01 2018 18:20,5.03,298.59,0,0.0,
03 01 2018 18:30,5.0,279.77,0,0.0,
03 01 2018 18:40,6.43,823.48,0,0.0,
03 01 2018 18:50,7.0,883.27,0,0.0,
03 01 2018 19:00,7.63,1155.17,0,0.0,
03 01 2018 19:10,8.1,1400.39,0,0.0,
03 01 2018 19:20,7.52,1205.1,0,0.0,
03 01 2018 19:30,7.69,1292.05,0,0.0,
03 01 2018 19:40,8.46,1856.18,0,0.0,
03 01 2018 19:50,9.08,1928.18,0,0.0,
03 01 2018 20:00,8.44,1604.43,0,0.0,
03 01 2018 20:10,7.99,1600.0,0,0.0,
03 01 2018 20:20,7.94,1456.09,0,0.0,
03 01 2018 20:30,7.72,1386.62,0,0.0,
03 01 2018 20:40,7.77,1460.36,0,0.0,
03 01 2018 20:50,8.58,1894.8,0,0.0,
03 01 2018 21:00,8.34,1760.42,0,0.0,
03 01 2018 21:10,9.08,2010.98,0,0.0,
03 01 2018 21:20,8.68,1828.82,0,0.0,
03 01 2018 21:30,9.15,1960.69,0,0.0,
03 01 2018 21:40,9.19,1900.45,0,0.0,
03 01 2018 21:50,8.26,1549.96,0,0.0,
03 01 2018 22:00,8.49,1692.69,0,0.0,
03 01 2018 22:10,8.79,1931.08,0,0.0,
03 01 2018 22:20,8.96,2060.15,0,0.0,
03 01 2018 22:30,9.1,2069.63,0,0.0,
03 01 2018 22:40,8.73,2037.27,0,0.0,
03 01 2018 22:50,8.11,1594.85,0,0.0,
03 01 2018 23:00,6.86,994.58,0,0.0,
03 01 2018 23:10,7.28,1137.29,0,0.0,
03 01 2018 23:20,7.53,1267.86,0,0.0,
03 01 2018 23:30,6.95,1002.46,0,0.0,
03 01 2018 23:40,7.09,1172.35,0,0.0,
03 01 2018 23:50,7.41,1252.14,0,0.0,
04 01 2018 00:00,6.93,1121.17,0,0.0,
04 01 2018 00:10,7.15,1183.02,0,0.0,
04 01 2018 00:20,6.57,932.31,0,0.0,
04 01 2018 00:30,6.76,989.51,0,0.0,
04 01 2018 00:40,6.41,750.55,0,0.0,
04 01 2018 00:50,6.52,825.77,0,0.0,
04 01 2018 01:00,7.06,1116.49,0,0.0,
04 01 2018 01:10,6.69,986.76,0,0.0,
04 01 2018 01:20,6.81,1018.15,0,0.0,
04 01 2018 01:30,6.1,659.18,0,0.0,
04 01 2018 01:40,6.14,729.49,0,0.0,
04 01 2018 01:50,6.43,864.5,0,0.0,
04 01 2018 02:00,7.54,1342.24,0,0.0,
04 01 2018 02:10,7.36,1279.1,0,0.0,
04 01 2018 02:20,7.46,1351.39,0,0.0,
04 01 2018 02:30,7.03,1039.73,0,0.0,
04 01 2018 02:40,6.87,876.02,0,0.0,
04 01 2018 02:50,6.35,754.01,0,0.0,
04 01 2018 03:00,7.19,1122.33,0,0.0,
04 01 2018 03:10,6.64,907.8,0,0.0,
04 01 2018 03:20,6.93,1009.74,0,0.0,
04 01 2018 03:30,8.33,1806.99,0,0.0,
04 01 2018 03:40,9.53,2374.84,0,0.0,
04 01 2018 03:50,8.43,1779.21,0,0.0,
04 01 2018 04:00,7.49,1334.98,0,0.0,
04 01 2018 04:10,8.01,1562.95,0,0.0,
04 01 2018 04:20,7.94,1562.12,0,0.0,
04 01 2018 04:30,7.73,1464.98,0,0.0,
04 01 2018 04:40,7.46,1312.36,0,0.0,
04 01 2018 04:50,6.42,767.04,0,0.0,
04 01 2018 05:00,4.75,283.26,0,0.0,
04 01 2018 05:10,6.26,687.11,0,0.0,
04 01 2018 05:20,5.5,465.75,0,0.0,
04 01 2018 05:30,5.27,355.62,0,0.0,
04 01 2018 05:40,5.7,467.83,0,0.0,
04 01 2018 05:50,6.58,865.35,0,0.0,
04 01 2018 06:00,7.68,1512.97,0,0.0,
04 01 2018 06:10,7.9,1491.7,0,0.0,
04 01 2018 06:20,8.96,2004.44,0,0.0,
04 01 2018 06:30,8.08,1581.48,0,0.0,
04 01 2018 06:40,7.8,1431.62,0,0.0,
04 01 2018 06:50,7.98,1523.79,0,0.0,
04 01 2018 07:00,8.16,1693.27,0,0.0,
04 01 2018 07:10,8.25,1775.04,0,0.0,
04 01 2018 07:20,8.5,1875.41,0,0.0,
04 01 2018 07:30,7.96,1558.06,0,0.0,
04 01 2018 07:40,8.35,1811.09,0,0.0,
04 01 2018 07:50,8.14,1686.13,0,0.0,
04 01 2018 08:00,9.6,2362.26,0,0.0,
04 01 2018 08:10,8.98,2000.86,0,0.0,
04 01 2018 08:20,7.28,1169.96,0,0.0,
04 01 2018 08:30,7.52,1309.22,0,0.0,
04 01 2018 08:40,6.22,759.01,0,0.0,
04 01 2018 08:50,5.5,498.19,0,0.0,
04 01 2018 09:00,5.11,332.48,0,0.0,
04 01 2018 09:10,4.65,253.58,0,0.0,
04 01 2018 09:20,4.37,180.41,0,0.0,
04 01 2018 09:30,4.83,258.37,0,0.0,
04 01 2018 09:40,4.91,133.01,0,0.0,
04 01 2018 12:40,2.89,0.0,0,0.0,
04 01 2018 12:50,2.39,0.0,0,0.0,
04 01 2018 13:00,2.48,0.0,0,0.0,
04 01 2018 13:10,1.77,0.0,0,0.0,
04 01 2018 13:20,2.48,0.0,0,0.0,
04 01 2018 13:30,2.76,0.0,0,0.0,
04 01 2018 13:40,2.51,0.0,0,0.0,
04 01 2018 13:50,3.44,0.0,0,0.0,
04 01 2018 14:00,2.48,0.0,0,0.0,
04 01 2018 14:10,2.44,0.0,0,0.0,
04 01 2018 14:20,2.36,0.0,0,0.0,
04 01 2018 14:30,3.02,0.0,0,0.0,
04 01 2018 14:40,3.4,0.0,0,0.0,
04 01 2018 14:50,3.41,0.0,0,0.0,
04 01 2018 15:00,5.16,0.0,0,0.0,
04 01 2018 15:10,5.16,0.0,0,0.0,
04 01 2018 15:20,5.41,0.0,0,0.0,
04 01 2018 15:30,6.78,0.0,0,0.0,
04 01 2018 15:40,4.44,0.0,0,0.0,
04 01 2018 15:50,5.01,210.72,0,0.0,
04 01 2018 16:00,5.27,338.65,0,0.0,
04 01 2018 16:10,5.92,518.55,0,0.0,326.4467455621241
04 01 2018 16:20,5.86,504.07,0,0.0,
04 01 2018 16:30,5.65,446.73,0,0.0,
04 01 2018 16:40,6.35,705.7,0,0.0,
04 01 2018 16:50,6.64,795.32,0,0.0,
04 01 2018 17:00,7.01,1012.68,0,0.0,
